state,year_label,ewaste_proxy_tonnes,hazardous_recycling_tonnes,hazardous_disposal_tonnes,total_air_emission_kg,total_water_emission_kg,total_land_emission_kg,lead_air_kg,lead_water_kg,lead_land_kg,mercury_air_kg,mercury_water_kg,mercury_land_kg,cadmium_air_kg,cadmium_water_kg,cadmium_land_kg,nickel_air_kg,nickel_water_kg,nickel_land_kg,chromium_air_kg,chromium_water_kg,chromium_land_kg,copper_air_kg,copper_water_kg,copper_land_kg,zinc_air_kg,zinc_water_kg,zinc_land_kg,tvoc_air_kg,tvoc_water_kg,tvoc_land_kg,pm10_air_kg,pm10_water_kg,pm10_land_kg,pm25_air_kg,pm25_water_kg,pm25_land_kg
NT,2020-2021,558633.687627478,191935.0768197487,352450.84416080965,84776819.16823085,1356795.496417686,45294.961349669386,21568.057983086,63.543437702309994,24.83487110306352,10.077251368676523,1.128523512772,2.376539966695843,123.052524835,2.836747421848,2.5312438132363377,2068.3227939880003,380.05813500231,61.681718667155536,6229.758001336,246.538343321617,24.247368049584306,2754.747383444,59.21697970231,34.16146520262588,33987.657443114,454.876976,131.13949878862212,7826408.716644458,0.0,0.0,32752956.39172598,0.0,0.0,703073.487212888,0.0,0.0
QLD,2006-2007,8885733.328637611,2724309.2367624654,6022498.495391894,1144928959.519725,4699035.6310327,1736939.681864432,367026.7477,291.697042,747.3031996,1933.585179446,4.0926528,5.070409,6665.1559,56.752621500000004,260.16549960000003,62054.748195,145.7762105,806.1557996,63406.3287,923.0557,2394.6349996,724281.14401,1069.857336,54578.0296996,645097.0613,5254.808,7933.376200000001,21475716.690611,362600.5,3232.0270001999997,202710149.1048448,0.0,0.0,0.0,0.0,0.0
QLD,2007-2008,13915655.465403926,2775464.513966273,10988466.228822434,1159381473.9605155,5351089.1566605605,1645369.0234607183,372414.93766024703,286.8508,331.454440596,1784.4979525556598,126.65138400000001,3.7104360440999997,15597.632659641,43.242682,158.38396486599999,51327.645134854,834.9653,183.306025769,31261.818325202003,1256.3125587549998,2794.137420325,582303.717398633,1032.881787515,522.378528782,709497.3726917651,5272.1556,7336.277195072,19020890.998879824,0.0,0.0,212524591.42890787,0.0,0.0,8098114.538206636,0.0,0.0
QLD,2008-2009,8317252.513272239,2326652.7324935803,5839281.009532256,1154682848.2814207,5579059.522963895,1136279.8359814389,293930.65273379773,925.990411774,206.04082333620002,1197.5651219294014,9.506570205,1.80697570973,12880.969158748996,630.42124477,77.7360423902,50425.689396795926,940.70545324,376.2711602639,30629.16810327126,1230.0856405400002,968.9558774203001,191682.76945710994,7045.94880954,715.7851803734,637827.937835393,219867.67303099998,4047.640676779,20295270.961400386,0.0,0.0,209340411.61408192,0.0,0.0,8706098.586813457,0.0,0.0
QLD,2009-2010,8040319.569220398,2728688.2515988173,5146706.51630166,1041450747.5630012,3520595.158216735,2211885.1377612255,179962.89609441775,181.79651058375998,148.46347285255595,944.6964737107213,4.90442385117216,0.6132823025462474,16293.807447655698,122.7378325818376,37.91601149101244,41589.33201669602,342.9346113768,288.52326619943676,38548.015671727226,324.11821106752,617.5462592786248,110232.7583966998,647.40663228608,200.84332928076228,371282.4031271081,9513.98475575824,2640.709986957747,20852540.620073356,0.0,0.0,207735467.24666542,0.0,0.0,11102854.355297096,0.0,0.0
QLD,2010-2011,8343154.866616831,3321374.456210627,4833969.71533202,1171305501.9110136,4264789.938912135,734399.0908506173,221419.57098673965,206.96357648,219.20375989688793,811.930362499933,8.67382935,1.243175861946552,11747.837043014657,296.304776189,53.69539848075288,62447.67870252807,1513.844668,550.4931387348564,37306.42886442127,394.36721950000003,531.4921876766551,125238.3060224654,1509.82525796,366.1404852601897,425012.5667024667,128005.110541,12347.540078038424,21151046.83460837,0.0,0.0,257242984.17419875,0.0,0.0,10520658.640373135,0.0,0.0
QLD,2011-2012,7096354.560268496,3264937.444208895,3632212.6121140593,1133395683.1664958,3811472.1883252766,1164322.958449965,152684.71295077508,128.86607554,102.28397740794303,679.0495510523621,62.48993665229167,0.7461296507999906,11459.010329738412,25.1881500534,33.53783578359969,51477.83168103669,516.34945926975,347.5622050267421,48211.38002501261,266.937182605,144.553396857269,127228.65812916304,1537.93969434675,265.7490232707417,250364.71554424474,4388.20205339125,2514.5964555226446,17328397.07776418,0.0,0.0,267323357.95736203,0.0,0.0,12918995.08279738,0.0,0.0
QLD,2012-2013,9557758.430057243,4474474.974723529,4865365.035882916,1224449650.8486192,3709577.0792975836,1227808.889952133,155664.65791203082,153.17983171583333,112.33947246140153,729.9001532814833,10.329059129,0.5743975266085859,13275.93798462248,126.58444055416666,7.306335536600337,61018.65132981103,767.8164679639167,385.42491883043266,82878.68659667933,303.44015008083335,104.52512878285859,115287.14675163994,619.9653257683333,165.71293150677272,261502.0825291231,7782.235594805833,697.2046828037306,17369039.764217533,0.0,0.0,325234395.79687965,0.0,0.0,12640843.031255439,0.0,0.0
QLD,2013-2014,12310615.320836581,5075006.852516013,7105693.397267155,1292055497.089154,3607267.989639443,1960462.7114058025,141392.71785197206,71.9804976,119.1049737343526,2263.0404499166025,5.917122673,1.2817782236956436,4241.906324048574,40.887977868,10.033419413618356,101369.7543780465,335.5062414,625.8100696149457,57914.1364927302,213.65141331,138.85693673066436,175853.23966946756,733.5725786,178.51308203924796,272978.9021573908,1444.86009236,2536.934387511959,18134064.51398456,0.0,0.0,359934069.6400154,0.0,0.0,13284450.862210741,0.0,0.0
QLD,2014-2015,10363351.351361234,4585280.733595244,5600506.11962772,1192661391.1302128,6472113.6855131,1418060.971985407,86168.35552840792,258.9826055,204.39051990738113,1966.2376428958967,172.85684695,0.8341240417179155,1929.208372478884,262.15754085000003,87.84659146608469,123307.80652660763,348.61792,455.1913637407427,82919.55561443446,143.64719159999999,97.01190273079156,124631.65160705835,1159.4817425,1530.0710771986123,303778.94563340856,2660.759322,12825.30200993397,17607618.719606213,0.0,0.0,348571579.09499735,0.0,0.0,12886021.436600827,0.0,0.0
QLD,2015-2016,8921535.583931718,3022411.862869002,5750171.387775887,1196078002.2907972,3321507.020439134,1056593.6848230779,64858.58494194651,77.095995239,169.68693334374237,2274.3465242962297,8.803444,1.1058841216070703,2812.218926363362,803.708978217,67.70217116049831,102484.17091714319,395.658745745,556.2578247823366,72574.8771660379,164.884278573,744.733469746707,69916.20766176445,357.992815983,610.9030246776363,209743.402932438,1487.8556668,11995.325801367346,14675805.023693223,0.0,0.0,343637016.1264259,0.0,0.0,12189511.812213121,0.0,0.0
QLD,2016-2017,12240205.721364517,3284803.4468593607,8846780.419960115,1167510000.7295108,3060508.3803771627,1060544.0894480627,70788.50186552502,133.1959169,124.2073705177083,1299.5412917701449,35.015511165,0.9959440554972219,2412.0253231488755,863.24636124,51.455107468601845,41191.44548676466,346.22812745,258.5507612838795,54341.70941945978,158.801927475,668.0968805212223,114623.56309734944,312.847593,2015.38389365475,170829.5595277925,1238.9052818,4647.909585197518,15668136.045373566,0.0,0.0,315281624.802813,0.0,0.0,12970268.697422197,0.0,0.0
QLD,2017-2018,12350690.50596212,3929817.612259955,8205830.881088974,1201835716.8771975,3394292.897733923,1299537.6204615666,63473.57366992132,92.501857,97.68503461909336,1521.339296910074,30.99441213,1.4363066847911856,1405.6651326002802,333.90648492,20.94494825035408,31343.8287925459,242.688389,320.67912007258525,42397.035706797964,119.7541266,168.4700170340889,93723.35666023075,252.224382,533.62347543208,205317.3959382032,1189.999385,1922.845734681341,14695645.255314087,0.0,0.0,274259127.505278,0.0,0.0,12833738.847775904,0.0,0.0
QLD,2018-2019,11617243.662269259,4341046.136177466,7070928.999865581,1303042818.3062656,3190779.901208507,1061920.1859838606,105811.1643697118,278.5156616,213.08312078922816,4271.079741912583,8.284058677240001,1.7859924566259824,2256.6228311922387,22.014643034299997,18.76128099300626,32634.118709354214,11778.204483463,682.1148496193617,54015.658200550344,1423.09903772,529.0747693265982,131116.75141632877,903.68969212,3169.0008479533385,301831.46276209306,1213.8549258642856,2596.719644539447,14978116.111876478,0.0,0.0,297146855.63115513,0.0,0.0,12631170.537283625,0.0,0.0
QLD,2019-2020,8768496.951191667,3964499.090200222,4566247.51086003,1257915277.0550787,3138867.256545755,1100319.7382332238,92321.03139487331,89.10920845,149.22256342896347,1976.0779090794197,9.5594779475,1.4375966335710808,1726.7904831494257,23.527352,9.134317170991885,32725.741777205505,418.510506775,445.0030368014729,45145.50482481625,116.807328075,811.8894490091081,71703.09522744907,927.6725953000001,2480.4820677393973,280586.4174441329,2200.4621153499997,8469.30024800889,14503634.398594292,0.0,0.0,301665866.6299515,0.0,0.0,12301053.602522561,0.0,0.0
QLD,2020-2021,10140603.137753561,4194816.622741851,5717055.567328467,1383754767.8807614,3240965.52845954,957049.497773736,96291.90381734174,78.795948505,180.2966073942697,1903.7731162924294,5.154675570999999,7.909003561340664,1589.4784591576297,37.319109468,97.04428331718215,38833.71342125475,373.747809086,3103.6146293648544,50970.80840688385,94.01930982,10611.611005716066,254576.00882026367,449.17602551,10015.420955464659,323114.8727860278,2120.1397045,10636.805571303417,15545739.130133357,0.0,0.0,343483294.5437243,0.0,0.0,11803253.310463937,0.0,0.0
SA,2006-2007,1114361.059549894,426100.3327687578,587244.4680153633,232488015.7851556,4085474.4002999007,115659.68049888498,62750.0218410412,4979.3,51.572513830000005,173.16160101206327,27.1,0.051071689,3402.822030093,636.61,0.22721339,8048.055390175,960.5899999999999,89.36031898,15086.450433643,722.0543,43.495614980000006,15240.303002522,24355.62,68.29151498,126373.555,18664.678999900818,10.595,12119974.2285858,4232.2,80.04693679511999,25225635.53649,0.0,0.0,0.0,0.0,0.0
SA,2007-2008,2101402.6977579542,881135.9660629199,1116996.292410664,243571831.59694317,4025942.801257,18776.0793886,64356.14359618983,2942.02,67.78599375,311.01227029367965,20.18,1.3092265,3435.3130792287,414.61,0.23951675,8303.730509102264,812.6899999999999,122.2799,14568.98723453843,798.6542,57.9008658,16738.376991145426,16130.6,158.2531675,126933.52785937757,20167.2,81.57834030000001,11717995.979301613,0.0,0.0,18370165.668846287,0.0,0.0,1444611.1013891406,0.0,0.0
SA,2008-2009,1142902.5870539453,480360.49766420905,557231.2282585904,230508174.27488387,3712200.7030232,470597.4246435822,49241.61898501756,3641.3570000000004,15079.598985745,310.1631567524535,20.9295,34.073687781,618.102212850025,413.141,2.260928738,6561.207833968325,1120.866,143.301290117,14447.638372301712,1161.2742,80.775036053,30539.9010077797,2122.015,44.447319462,68151.35316636287,22099.3,253.0708793,9701866.086894488,0.0,0.0,22063033.809084408,0.0,0.0,1875629.8249267521,0.0,0.0
SA,2009-2010,1394255.67895704,543349.5722472057,742417.2925695969,242770604.59800032,4159288.8786605,957295.9998758405,46684.59847603806,3703.3086,60.45388749264151,151.56459544300142,16.727899999999998,0.07146941007277628,561.3459324245999,356.6137,0.30295339169811325,5741.288611938409,924.3974000000001,124.63906899061995,12722.05313000769,689.9766000000001,58.29834212727763,37991.74825890522,39329.1839,32.993245296549865,63610.533879784,20295.0,41.048172482479785,8343786.206044552,0.0,0.0,23659530.88076821,0.0,0.0,1606870.4144026067,0.0,0.0
SA,2010-2011,2830317.9758033813,1038521.2489092579,1679444.155975033,276334652.0733428,4946138.458063996,1198015.9570704615,51699.40563772789,3447.8372,67.77019387515094,271.4402448604525,14.782499999999999,2.136898235477628,1502.4324145587916,362.7545,12.34170137781132,6039.009498081766,892.0267,127.53542011199461,13155.929618248965,1512.9578999999999,62.3563230677628,59417.000119300865,35445.3689,56.799630172986525,61049.397885432,24369.131,29.125014607978436,11841426.42598866,0.0,0.0,26796666.108278945,0.0,0.0,1637245.6422986104,0.0,0.0
SA,2011-2012,5199673.239188754,1717423.5891429023,3371414.2866502646,279252925.89057845,3917574.200900352,1283932.8574588688,68479.2027040761,6433.7558,115.37165756535849,295.11337568619206,12.0084,3.215489443490795,7118.386383451696,812.5863,20.383793983801887,7064.701449139994,753.5078,237.7587578383086,9444.516215364014,966.6135999999999,111.62635001307952,48108.63149668643,31006.014900000002,70.61126426052157,60421.044694649005,23994.9,47.114376165234496,9898899.008980304,0.0,0.0,28359990.93702364,0.0,0.0,1738499.3910900003,0.0,0.0
SA,2012-2013,3278225.3597085997,1317429.4350911363,1841552.222901309,262657258.0692275,4270258.025500212,1271504.2069487085,65834.90144654673,5134.5127,80.41147427209434,240.67596910179583,9.6045,3.541921722619946,5384.503264512381,991.9913,22.274791503132075,6862.620983080445,575.5428999999999,317.72769123931806,20702.000462424203,2207.2114,96.3607211219946,70996.79638848586,27179.8545,133.26092587779516,63429.36606,23331.3,258.6444494692723,13823823.458294598,0.0,0.0,34463291.22755459,0.0,0.0,1574325.7146998225,0.0,0.0
SA,2013-2014,1884311.0399941793,900976.7271731765,871429.1700622935,253387592.42083737,3604390.7161102057,1335508.8233083459,67426.16709550036,6850.745,34.565901732226415,236.78452145677628,8.35,4.352747253059299,6995.036562308068,954.59,20.230316855716982,5924.445589011241,665.02,177.73502900113476,8549.60435724981,2921.0800000000004,82.85472848292991,54800.58060286068,31955.56,73.05192983333693,66375.0368404562,27933.6,74.44525080053909,13405734.672400327,0.0,0.0,36148994.60637374,0.0,0.0,1617676.4847169425,0.0,0.0
SA,2014-2015,2849973.375637993,955825.2684564581,1781864.0873090494,236485555.65634373,2551382.029000204,602062.3889582492,67682.78751432628,6987.0853,53.7465370443968,282.35245685373894,6.228800000000001,3.8838233888990175,7887.650799762124,867.9392,30.256308074310404,5896.071438745942,541.1513,558.3822941880549,8584.093868608956,1108.457,121.53402629990173,38261.70561844346,25424.5939,876.2549731909115,61086.472813062,27263.1,293.0584897522196,12097975.134180292,0.0,0.0,30581704.037489165,0.0,0.0,1696292.5574906918,0.0,0.0
SA,2015-2016,2149648.6322216606,675860.7700820966,1350429.5623114584,238834096.3183938,1987573.9817472224,642724.8434766856,54074.886009837355,9427.146299999999,30.818967533871295,287.62653269789917,9.5574,3.4186465420844887,1303.8076812627796,353.0603,72.21548722863807,5241.908786390021,704.3743,199.1916844406051,6697.719685844006,1278.5719,82.58360840844885,30020.147575251034,4951.6749,177.00232204760397,46864.01216831822,22934.220467000003,47.28157776242032,11877073.334845955,0.0,0.0,23239340.684911154,0.0,0.0,1443587.546566002,0.0,0.0
SA,2016-2017,2763618.622243604,1911125.094470389,727881.342886694,235857025.92830473,4360683.489205444,681614.8919809054,56713.34844819876,9984.369131,29.35019704309434,668.1265972520175,6.6137058,2.9277065987628035,1976.490382471795,999.3019,96.69510547113207,4562.054146389341,691.726036,195.87497336646092,4575.079629357454,4097.537658,107.20016586528033,31346.39770321799,47679.714234,222.6840081986523,61698.91755352311,29892.00048243,6.369682797843666,10901995.522331985,0.0,0.0,23436597.141118307,0.0,0.0,1328371.2076954935,0.0,0.0
SA,2017-2018,3495192.755598267,2461225.024564738,920477.3217443402,234823580.65213692,2629547.0800344,722640.7114027584,65347.46556804068,14403.435936,37.37144939353774,939.1800149712689,5.7407998000000005,3.6734796338908353,1944.935827078351,973.2684935999999,110.00037321745283,5000.437837136224,539.828538,294.5483707890701,5116.388957243877,800.027998,126.61195745908356,26752.4030379986,41363.488171,277.0018217601752,54891.88814745233,36815.05,39.759985276280325,9632790.693880014,0.0,0.0,25915320.378312737,0.0,0.0,1408437.3943736518,0.0,0.0
SA,2018-2019,2696403.39866588,1700311.542951903,888719.2246303097,252971575.21749896,1943221.120229065,636511.1109136646,67296.46533499958,15731.5603479,35.55759830474906,565.6175981855141,5.543321415,3.6368945580366576,2039.3028755608375,1532.3466099,104.58192582083868,5192.090042531326,552.2036186500001,221.29633418021967,5561.242081709533,925.24321415,123.29724754366576,29521.34369868574,23833.7561829,256.28807424729916,58385.974779487915,45740.6,15.864155697878706,9785266.67800414,0.0,0.0,25871587.81774885,0.0,0.0,1365415.6694185203,0.0,0.0
SA,2019-2020,2460695.9654332832,1531995.031764292,815186.1334438125,232807265.20368654,2424178.890533797,514304.3682321087,48560.33239513243,19788.534954019997,34.84865263915094,216.03808077515401,6.379437167,3.997698982991914,1072.1658267516975,1068.1742626999999,87.00487886981131,5378.768906992544,450.94446616999994,193.35804944770888,5930.660033207772,587.97127167,106.15915789919137,37024.68107079675,9675.4011344,222.90774008927224,42823.964343997606,58492.69,39.56421179083558,9352978.865638766,0.0,0.0,27536261.53996818,0.0,0.0,1239860.2167355893,0.0,0.0
SA,2020-2021,2636834.284149182,1736939.64512436,777882.1654288922,234663764.7537189,2313267.2048625,546092.7020437951,65014.50989912131,17493.611694,31.64024489635472,124.08458887106079,6.7239847,3.086333730250997,1115.379153156601,815.4478388,101.4766137358566,5093.15520660863,416.16834700000004,221.4117470511159,5701.171480315464,545.194847,119.75877745509973,43398.94877287205,25136.672104,253.82862798258975,51812.64168868819,37949.94,35.19886238446361,8726968.421867916,0.0,0.0,27018509.217844225,0.0,0.0,1306181.2689273541,0.0,0.0
TAS,2006-2007,1609985.9787871877,1231853.1974142652,361753.8037613228,63205193.24703883,4654143.246228513,309573.02717321145,4228.12372512219,11527.897509562968,104.93397352408988,138.12421670574386,20.98215799331956,2.0941330835058998,220.56446427054527,923.7940085828304,0.36786423308995325,1099.7876551150644,10901.363549895119,4.933039645950409,485.9196027925631,438.52766306244393,0.8313081138052353,3729.4429031353725,65445.15443155582,292.97197730261786,24522.719706078704,428144.8900010376,109.18415858580164,2651514.474789988,241498.5,165631.4619998932,3524201.819477149,0.0,0.0,0.0,0.0,0.0
TAS,2007-2008,1620515.254989014,1242618.097534424,361373.45608121855,60359505.07934339,5090911.249118346,137438.56314370065,3140.766406435314,7644.645068899999,130.529445102,75.0611214220769,31.9304565,2.1084677082,136.89840314392688,1021.9260999999999,0.9009989110000001,694.8005636479269,12020.81265,364.26150249799997,1976.993626705177,666.54003775,1468.8486867640001,3911.035611733876,59543.85919,371.177610087,30468.658570535397,360514.24569,154.246151994,1771671.187464439,0.0,0.0,3124274.09951474,0.0,0.0,483624.36500353,0.0,0.0
TAS,2008-2009,1645655.0609044791,1257289.4398019474,371644.77817386657,64673329.1409574,4180578.9705608953,238873.2737498507,43368.693671127,3823.937,760.4835387280001,35.8924969686,71.990075057,0.08857913120000001,77.874568713,1118.39,0.284786384,5328.017735777999,12081.88,26.115140377000003,3500.309966871,657.7335,42.02113307399999,6679.643640645,57356.397919999996,1271.580762867,17616.897861942998,278719.44314,911.295226506,1355700.832829357,0.0,0.0,3490476.0932622002,0.0,0.0,631498.9434370999,0.0,0.0
TAS,2009-2010,1649701.463401727,1268154.8159906936,364669.61745233746,65259268.671773344,4673977.7630002,233947.27018519933,10542.192651178475,1833.77834844,10.373364741418742,55.88586752231281,24.9508,0.025389269101741833,67.237337588,1121.0,0.49392874287083127,1070.689334239,12509.617,4.464976446431523,2131.5188842525004,588.0830000000001,1.5758740394464192,6779.211869552,54805.48489187,3.652960635501778,154674.99164983298,167102.90043055,61.6342457847261,1599889.5296273925,0.0,0.0,2719939.4134125607,0.0,0.0,572317.0620498686,0.0,0.0
TAS,2010-2011,1661037.4399327033,1277623.358483293,366411.8219496736,83865529.28573352,4394288.45915024,208055.7751576579,8451.660264819651,70656.44827461,9.005780935519137,38.558677498846144,19.8303947,0.02402607547580131,147.3233054697,3352.2190000000005,0.3875879321153639,69199.5574371871,10548.408000000001,39.061103636543706,14417.63953181545,495.12048000000004,1.345073503780131,6033.7865573386,83655.9755552,14.804463102302117,103779.1775417795,166651.06835209,249.3193334861748,1691051.3849067474,0.0,0.0,2669452.8717023,0.0,0.0,454171.40801520157,0.0,0.0
TAS,2011-2012,1754696.272636535,1281737.1375220038,455902.85829546925,70929053.20463666,4372835.3380847,174335.0734385962,14046.930547499343,2559.73441,9.440678807504044,26.54454486395956,17.5695947,0.02029606627146708,149.951382310202,3372.6020000000003,0.27836817933423175,67652.81176805407,10120.307999999999,42.11847360691567,12966.505107690837,510.46759999999995,0.8366356261467078,8705.028631780735,83651.8667,15.983185263432038,186188.4817219386,134510.0935,271.2843144256627,1736890.8587092236,0.0,0.0,3051153.0088465656,0.0,0.0,448147.8716626128,0.0,0.0
TAS,2012-2013,1753445.0204015533,1280617.5625172039,455762.68358445534,73500152.03660436,2884907.887914,169038.57798600793,6496.870931577099,2946.67677,2.9666754248254716,28.09999024016898,41.65813,0.011396510817385444,149.39999068950002,444.492221,0.7975796054056604,1103.8917529655,7144.3707,6.872834494925876,2081.33728893175,435.45019,0.7506308807385444,6622.7880046380005,6424.810863,10.40107379256469,89477.40492715,93168.64199999999,139.2179499777035,1841508.3389659838,0.0,0.0,2989554.6331918333,0.0,0.0,537741.5292983063,0.0,0.0
TAS,2013-2014,1757142.3480801159,1403875.7852363624,336182.0239178743,65155324.02777793,1293076.3280142,122730.84111925586,2174.9851771960225,3808.3468,3.813232874649057,31.99703135775188,57.4084872,0.008073336939514824,134.9692066143838,669.476867,0.7236530725886792,955.6540232502783,6956.0560000000005,6.147344662862534,2220.3925739941023,725.196,0.40385988095148245,2793.75439910891,7775.56099,18.116323892556334,22481.904847947466,94228.443,198.2444786524501,1643078.326679737,0.0,0.0,2747484.7791814664,0.0,0.0,330044.12276967475,0.0,0.0
TAS,2014-2015,1892470.935063249,1323897.6170525982,551045.0952035197,74076061.93925764,2104909.0771314,157701.42370885058,1905.271084703506,886.4634,5.095935547301886,40.283402924329486,38.2056514,0.001336578126684636,144.0364164962256,1459.8482000000001,0.6710068156226415,1005.6738124364014,12430.114,4.7203330515606465,2216.6447270347535,640.2616,0.13365778266846357,1022.9792810120117,12622.6839,9.032071004401617,15831.798269339355,98328.05,111.12208820724258,1772983.3389877626,0.0,0.0,2747855.2711213026,0.0,0.0,442333.70762156654,0.0,0.0
TAS,2015-2016,2380417.9559898265,1698838.3388642776,664299.6741835821,79338199.7962363,1463852.6705314,220500.78629065875,1875.8446727166001,2488.81718,3.2747355837075474,27.10366467141438,37.4780505,0.009940965578167116,148.78004273071875,1749.8901759,0.6227338294905661,1044.5400162230937,5750.828399999999,5.412072574814016,2253.7832673607345,5.5209,0.11922055581671168,1164.7282022428749,5609.823914,14.980188500035041,15394.17241673,91618.8355,148.33974837525605,2404524.1050842977,0.0,0.0,2624084.275410991,0.0,0.0,369530.2841602777,0.0,0.0
TAS,2016-2017,1052875.7767825127,760300.1067217503,275523.78784886113,75204065.10466176,3272290.898262,136883.9674584146,1944.6380944035234,2537.4302,9.961107155290566,27.550151451740064,41.245217,0.03746423409371968,142.6777366791211,1740.449863,1.7687379232867924,938.501120253668,5043.723,14.853086928053909,2025.392120011545,562.7520000000001,0.22679538537196758,1425.1286256259843,5059.59295,42.52764584853477,15566.533783306,98503.5474,421.0541477122156,1657869.9735365133,0.0,0.0,2686097.5193318278,0.0,0.0,355489.82187984855,0.0,0.0
TAS,2017-2018,1528433.8857852432,1270119.6110348233,239644.9671998093,81453961.28405485,2334459.92371265,130249.19191089267,1765.6548725148189,951.5587744,96.35668427421793,58.60946648102624,10.0886315,0.01230177460207547,145.08046583815968,1407.6539741,0.8344076481150944,1119.5927276516143,3183.6735439999998,3.5641418832547167,2573.661061971011,106.76645680000001,0.21303508220754713,520.2249145075468,3862.3295972,130.93878853218678,10089.698223438,85217.7282,180.10469410501887,1722618.9925563058,0.0,0.0,2298801.0618272834,0.0,0.0,379563.7799852834,0.0,0.0
TAS,2018-2019,2658449.383546318,1980181.5360520068,656313.2113834149,84390951.65775721,2719678.107609052,56138.45972512005,1444.4196785708868,457.0801299,90.72458329242642,49.45751375399704,25.455106299999997,0.012213915556442047,131.18208974201414,1366.58732175,0.36422436031698113,957.5934909348208,5745.9297336,2.1478841629919136,1972.9313050969936,79.57842617,0.19492051564420487,612.5804747768848,5690.7481794000005,131.2297674050798,13511.217255084635,89244.61099999999,14746.842999650968,1221563.8843491282,0.0,0.0,2448221.7287441585,0.0,0.0,314968.58948465245,0.0,0.0
TAS,2019-2020,2418381.768149254,1847036.946495852,537372.6281314371,67688934.93480507,2776044.556303491,237899.72993822384,1553.4138331470476,2151.334247,4493.086900083736,63.98255153247547,25.30285,0.0094858561212938,141.65630637475977,1386.929814,0.027390754830188678,1210.0140779711269,5823.3134580000005,1.9949953963665767,2524.422425962497,633.261228,0.11738894912938005,488.6439968013828,5701.184521,17505.419626078918,8340.678705973476,94347.46615,9243.031379936465,1268587.2816108908,0.0,0.0,2174514.1556386766,0.0,0.0,323452.4958193706,0.0,0.0
TAS,2020-2021,1890590.831424201,1539316.0360507625,306426.60230106604,62943438.68386226,2821249.131110506,35103.831174760846,2194.410778735192,22540.821771169998,17.670175885302864,81.9577370083328,38.138682768,0.014575063060027286,140.6856624336687,1334.2318027679999,0.09917837773397,1253.57355837304,5998.40245856,11.946162575341063,2433.0616332094532,658.1696793959999,35.357792602002725,830.1741163468496,7394.72928905,3.835300975402456,13471.476603125056,95421.44990709999,46.081270060364254,1276491.448596014,0.0,0.0,2277557.617471128,0.0,0.0,338424.4767178528,0.0,0.0
VIC,2006-2007,7601401.7809170345,2145769.142472026,5235513.377096845,467007524.04211825,11425868.4413,529988.8455917427,6400.19321,461.482,977.4186940000001,220.1060943,39.8298,19.29929044,383.0908,202.09,81.0159573,8951.714880000001,3670.406,2378.159103,3446.187949931,928.7969999999999,2580.3678120000004,1425.86024527,3049.551,16297.774632999999,13622.35547,11819.86,29326.45797,17039244.28,0.0,0.0,14465660.9,0.0,0.0,0.0,0.0,0.0
VIC,2007-2008,7026526.43025288,2182231.769172388,4620408.215976154,491374293.36769366,8238861.211018789,465784.1876154264,5351.964839470477,390.30555,1149.641983902,179.99519567729823,42.041430129,17.547569241719998,343.6317301889013,218.1380063,72.01828351633334,7084.285069516515,3787.4817605,1249.7372194213333,3056.8286164025626,885.7327208600001,2340.7042503850003,1632.069101660618,3295.453075,16936.590685344,12328.494854783326,10443.315342,37226.85409526833,15511726.69311808,0.0,0.0,14879504.164271269,0.0,0.0,4583161.823943693,0.0,0.0
VIC,2008-2009,5792581.434806252,2217220.449933382,3349315.7168182554,464849065.1074183,7815983.376796207,502362.3058966667,4395.343366771825,320.884935714,7.3197396655735,167.5996360520228,47.869982593,1.2786637865786998,332.2256637718,207.2653,1.618445449673,6803.1631944166,3148.3704000000002,19.674313222165,2636.46589502651,854.7281531,6.97739998788,2077.21174474256,2959.5268929999997,180.69024214256302,12585.703025055001,10908.081208,950.3752879804599,14347226.175040385,0.0,0.0,14836126.47716906,0.0,0.0,4448457.06800125,0.0,0.0
VIC,2009-2010,5759114.198485874,2470950.277570709,3051502.315654565,452312350.67811996,7569691.96703,605205.1729506836,4367.28400958128,679.8405,17.00405519622115,162.5273637595962,42.612460000000006,1.2481348904402014,352.6552582217175,219.9563,3.5131231336046995,6779.827504671828,4395.774600000001,228.83807895805705,2500.858547994577,792.033,4.813957444020142,1752.9621668750112,2848.686,147.33304753961812,11037.003792754858,13317.98,682.53122009763,14682922.73842823,0.0,0.0,18462437.19924842,0.0,0.0,4602229.663420272,0.0,0.0
VIC,2010-2011,6377706.80059547,2525699.05919302,3610257.1167798475,430567374.9508355,11441274.9881233,628993.5173369097,4920.20323495684,1106.531,11.178445794812676,175.8679414818598,22.950499999999998,0.575108169845835,310.74749317727,219.482,1.3984967994028168,6764.4758366154,6951.193,110.08009170131992,3120.2874584705496,2116.763,6.079651424583501,2711.8478587094,4941.554,51.49029668112515,10982.964413769,17675.58,279.7289708052797,14548660.215565372,0.0,0.0,20747466.284586474,0.0,0.0,7033154.339858321,0.0,0.0
