state,year_label,substance_name,air_total_emission_kg_sum,water_emission_kg_sum,land_emission_kg_sum,facility_count
NSW,2010-2011,Vinyl Chloride Monomer,9.06258182685119,0.0,0.337719523392,2
NSW,2010-2011,Xylenes (individual or mixed isomers),114207.30743650213,93.99689000000001,11.5,193
NSW,2010-2011,Zinc and compounds,82251.937323124,482313.09548235,118.57955767846398,168
NSW,2010-2011,n-Hexane,80516.31569381319,15.4979,0.0,97
NSW,2011-2012,"1,1,2-Trichloroethane",38.771721821552084,0.469,0.0,5
NSW,2011-2012,"1,2-Dichloroethane",20.76097743113213,0.0,0.37544986755170956,6
NSW,2011-2012,"1,3-Butadiene (vinyl ethylene)",136.436061876,0.0,0.0,27
NSW,2011-2012,2-Ethoxyethanol,260.0,0.0,0.0,1
NSW,2011-2012,Acetaldehyde,35867.353609754,22574.0,0.0,24
NSW,2011-2012,Acetic acid (ethanoic acid),3250.713,0.0,0.0,9
NSW,2011-2012,Acetone,12927.956614002434,0.0,0.0,21
NSW,2011-2012,Acetonitrile,94.22051630521028,0.0,0.0,4
NSW,2011-2012,Acrolein,2.264362912,0.0,0.0,3
NSW,2011-2012,Acrylic acid,56.7245,0.0,0.0,2
NSW,2011-2012,Acrylonitrile (2-propenenitrile),617.7895710199156,0.0,0.0,4
NSW,2011-2012,Ammonia (total),15883305.56698,13942360.827399999,410714.8722224959,236
NSW,2011-2012,Antimony & compounds,417.66598223996914,100.22942848299999,2.483969127241283,50
NSW,2011-2012,Arsenic & compounds,2822.2065404017135,479.490499393,150.2720988170592,226
NSW,2011-2012,Benzene,150088.06656517662,413.32259999999997,7.889164510241326,133
NSW,2011-2012,Beryllium & compounds,419.2485124098993,137.5833487,1.4609138682202922,202
NSW,2011-2012,"Biphenyl (1,1-biphenyl)",51.65784695,0.0,0.0,2
NSW,2011-2012,Boron & compounds,388070.23300473276,929772.8711558719,774.934875,90
NSW,2011-2012,Cadmium & compounds,704.6737425449877,4.174794965,9.466854477059186,213
NSW,2011-2012,Carbon disulfide,31.58461655780756,0.0,0.0,5
NSW,2011-2012,Carbon monoxide,186037153.90051723,0.0,0.0,401
NSW,2011-2012,Chlorine & compounds,33406.00707448,36919.224,34444.082196550866,51
NSW,2011-2012,Chloroethane (ethyl chloride),468.777161379816,0.0,0.0,5
NSW,2011-2012,Chloroform (trichloromethane),18.29852730709743,0.0,1.0888046159999576,7
NSW,2011-2012,"Chlorophenols (di, tri, tetra)",0.0,0.0,0.019147942834137184,4
NSW,2011-2012,Chromium (III) compounds,12436.90608139684,309.024860674,28508.477343850176,243
NSW,2011-2012,Chromium (VI) compounds,218.765847851255,29.15,233.65967700707608,82
NSW,2011-2012,Cobalt & compounds,2078.219887650344,178.29843296100003,2.8302608,118
NSW,2011-2012,Copper & compounds,75858.22395293675,28419.242080415,5720.729221934228,246
NSW,2011-2012,Cumene (1-methylethylbenzene),2817.6113703240744,0.0,166.33,145
NSW,2011-2012,Cyanide (inorganic) compounds,45204.630000000005,4318.0,0.0,7
NSW,2011-2012,Cyclohexane,31386.345152994443,0.0,1.7002,82
NSW,2011-2012,Dichloromethane,125308.15312622643,0.0,16.519794180275213,13
NSW,2011-2012,Ethanol,894524.7973574507,103819.38,519546.54,73
NSW,2011-2012,Ethyl acetate,72427.86937559427,0.0,0.0,13
NSW,2011-2012,Ethylbenzene,5089.548212901281,25.51521,21.768109232999915,140
NSW,2011-2012,"Ethylene glycol (1,2-ethanediol)",25.6394,0.0,1393.4,6
NSW,2011-2012,Ethylene oxide,620.0,0.0,0.0,1
NSW,2011-2012,Fluoride compounds,2939040.7587525006,737616.7074099,2685.0582,171
NSW,2011-2012,Formaldehyde (methyl aldehyde),288263.96089089743,0.15314,0.0,69
NSW,2011-2012,Glutaraldehyde,0.93,0.0,0.0,1
NSW,2011-2012,Hydrochloric acid,6707937.485061612,0.0,0.0,74
NSW,2011-2012,Hydrogen sulfide,220165.0557402122,13162.0,18.1,21
NSW,2011-2012,Lead & compounds,43388.83274263799,210.77363063925,207.03575532476634,261
NSW,2011-2012,Magnesium oxide fume,2520.8249061,0.0,0.0,17
NSW,2011-2012,Manganese & compounds,191528.33747766947,50583.480027115,177.82402555000002,191
NSW,2011-2012,Mercury & compounds,564.3511825472096,24.7487415845875,2.6797295523931024,251
NSW,2011-2012,Methanol,20208.4670835,0.0,0.0,16
NSW,2011-2012,Methyl ethyl ketone,5192.144391717994,0.0,0.0,21
NSW,2011-2012,Methyl isobutyl ketone,12658.432338893806,0.0,0.0,9
NSW,2011-2012,Methyl methacrylate,850.78,0.0,0.0,3
NSW,2011-2012,Nickel & compounds,9389.00941946745,61722.815354305996,189.0041218837187,240
NSW,2011-2012,Nickel carbonyl,6.1,0.0,0.0,1
NSW,2011-2012,Nickel subsulfide,7.609999999999999,0.0,0.0,2
NSW,2011-2012,Nitric acid,17396.157600000002,0.0,0.0,5
NSW,2011-2012,Organo-tin compounds,5.66,0.0,0.0,2
NSW,2011-2012,Oxides of Nitrogen,200740957.7655734,0.0,0.0,398
NSW,2011-2012,Particulate Matter ≤10.0 µm (PM10),134208489.42049444,0.0,0.0,395
NSW,2011-2012,Particulate Matter ≤2.5 µm (PM2.5),5708933.468738414,0.0,0.0,385
NSW,2011-2012,Phenol,3444.474494218,646.34738,14.267094973964962,11
NSW,2011-2012,Phosphoric acid,701.3313262300001,0.0,0.0,9
NSW,2011-2012,Polychlorinated dioxins and furans (TEQ),0.014023348757148838,0.0,1.172759168135282e-05,150
NSW,2011-2012,Polycyclic aromatic hydrocarbons (B[a]Peq),4067.1807781293796,40.5,61.63916218062605,361
NSW,2011-2012,Selenium & compounds,2444.9287890246997,599.187,9.337511,92
NSW,2011-2012,Styrene (ethenylbenzene),1369.9255899221328,0.0,0.0,17
NSW,2011-2012,Sulfur dioxide,258014218.6355407,0.0,0.0,394
NSW,2011-2012,Sulfuric acid,2495362.9721428575,64773.0973,0.0,28
NSW,2011-2012,Tetrachloroethylene,659.1468746938493,0.0,0.0,6
NSW,2011-2012,Toluene (methylbenzene),73870.8143275371,433.39979999999997,32.674244577620094,182
NSW,2011-2012,"Toluene-2,4-diisocyanate",0.969824,0.0,0.0,3
NSW,2011-2012,Total Nitrogen,0.0,21033913.894,0.0,76
NSW,2011-2012,Total Phosphorus,0.0,3180954.02,0.0,75
NSW,2011-2012,Total Volatile Organic Compounds,10121258.57213845,0.0,0.0,597
NSW,2011-2012,Trichloroethylene,391.1069932396702,0.0,0.0,7
NSW,2011-2012,Vinyl Chloride Monomer,163.29161242485756,0.0,1.5017994712068379,6
NSW,2011-2012,Xylenes (individual or mixed isomers),67132.78830405045,34.5516,64.595,203
NSW,2011-2012,Zinc and compounds,140684.23408327164,418307.97431752895,97.35573106951625,176
NSW,2011-2012,n-Hexane,79204.74834482877,0.0,1.7102,102
NSW,2012-2013,"1,1,2-Trichloroethane",80.64260314107904,0.0,0.0,7
NSW,2012-2013,"1,2-Dichloroethane",171.27353705687867,0.0,0.4244101097898881,9
NSW,2012-2013,"1,3-Butadiene (vinyl ethylene)",129.513875017,0.0,0.0,23
NSW,2012-2013,Acetaldehyde,45.0363898,19310.0,0.0,19
NSW,2012-2013,Acetic acid (ethanoic acid),3925.02385,0.0,0.0,13
NSW,2012-2013,Acetone,10654.853346961312,48054.0,0.0,24
NSW,2012-2013,Acetonitrile,197.00598646222952,0.0,0.0,7
NSW,2012-2013,Acrolein,5.487904712000001,0.0,0.0,6
NSW,2012-2013,Acrylic acid,116.036,0.0,0.0,2
NSW,2012-2013,Acrylonitrile (2-propenenitrile),1291.738239595435,0.0,0.0,7
NSW,2012-2013,Ammonia (total),14894562.03288,12090885.508,364523.8403047876,233
NSW,2012-2013,Antimony & compounds,525.122485086,4.727528907,2.81310672481326,49
NSW,2012-2013,Arsenic & compounds,3564.501634374819,341.10309099,98.98010125050584,215
NSW,2012-2013,Benzene,133470.30526443478,987.8226000000001,4.070317406122584,114
NSW,2012-2013,Beryllium & compounds,378.04461388001516,80.08042925999999,0.215726852859146,194
NSW,2012-2013,"Biphenyl (1,1-biphenyl)",47.0,0.0,0.0,1
NSW,2012-2013,Boron & compounds,344912.466211811,387321.846680693,8.4138604,85
NSW,2012-2013,Cadmium & compounds,772.7382779791938,10.692252081,5.4638178535058435,201
NSW,2012-2013,Carbon disulfide,53.04044225013483,0.0,0.0,8
NSW,2012-2013,Carbon monoxide,194335282.7685216,0.0,0.0,392
NSW,2012-2013,Chlorine & compounds,250745.1008579,32530.02,38338.45647530336,51
NSW,2012-2013,Chloroethane (ethyl chloride),975.0132588792633,0.0,0.0,7
NSW,2012-2013,Chloroform (trichloromethane),54.40255464253278,0.0,1.2307893186906744,10
NSW,2012-2013,"Chlorophenols (di, tri, tetra)",0.0,0.0,0.021644915116284268,6
NSW,2012-2013,Chromium (III) compounds,13513.769186851689,1692.483164886,23214.222657397517,237
NSW,2012-2013,Chromium (VI) compounds,173.17179422641746,8.725,184.76393819722182,81
NSW,2012-2013,Cobalt & compounds,2206.161545377652,225.825838885,0.1428855625,115
NSW,2012-2013,Copper & compounds,65846.19230921847,24069.753359764,3349.5112328076652,232
NSW,2012-2013,Cumene (1-methylethylbenzene),2719.852336263871,0.0,36.814,131
NSW,2012-2013,Cyanide (inorganic) compounds,43952.957,1143.0,0.0,7
NSW,2012-2013,Cyclohexane,24129.535988352272,0.0,0.4,78
NSW,2012-2013,Di-(2-Ethylhexyl) phthalate (DEHP),0.6,0.0,0.0,1
NSW,2012-2013,Dibutyl phthalate,0.00031,0.0,0.0,1
NSW,2012-2013,Dichloromethane,91340.0455243998,0.0,18.674044828755047,14
NSW,2012-2013,Ethanol,761825.5808845249,64911.082,539169.64,77
NSW,2012-2013,Ethyl acetate,27409.89700308713,0.0,0.0,15
NSW,2012-2013,Ethylbenzene,9700.9381488699,47.5255,7.353478636381348,123
NSW,2012-2013,"Ethylene glycol (1,2-ethanediol)",42.343999999999994,0.0,0.0,5
NSW,2012-2013,Ethylene oxide,510.0,0.0,0.0,1
NSW,2012-2013,Fluoride compounds,2205264.919383691,579001.16505958,2417.663685,171
NSW,2012-2013,Formaldehyde (methyl aldehyde),561444.4098709808,0.0,0.0,72
NSW,2012-2013,Glutaraldehyde,1.24,0.0,0.0,1
NSW,2012-2013,Hydrochloric acid,6601692.004191266,0.0,0.0,71
NSW,2012-2013,Hydrogen sulfide,160001.9285251029,4.5,17.0,22
NSW,2012-2013,Lead & compounds,39540.57006701831,474.636690732,213.3567071917763,241
NSW,2012-2013,Magnesium oxide fume,3475.754733,0.0,0.0,19
NSW,2012-2013,Manganese & compounds,213593.8219620561,23451.469026852,19.038908265,173
NSW,2012-2013,Mercury & compounds,493.2825608110047,23.55579715516,3.3068396103573936,242
NSW,2012-2013,Methanol,17030.502598799998,0.0,0.0,13
NSW,2012-2013,Methyl ethyl ketone,6145.757681002147,0.0,0.0,21
NSW,2012-2013,Methyl isobutyl ketone,12989.113236828362,0.0,0.0,11
NSW,2012-2013,Methyl methacrylate,1423.0,0.0,0.0,2
NSW,2012-2013,Nickel & compounds,9597.540348091112,1078.552666402,140.85790533042808,226
NSW,2012-2013,Nickel subsulfide,3.76,0.0,0.0,1
NSW,2012-2013,Nitric acid,18102.1276,50.0,0.0,9
NSW,2012-2013,Oxides of Nitrogen,187578390.29324284,0.0,0.0,387
NSW,2012-2013,Particulate Matter ≤10.0 µm (PM10),140693211.21768433,0.0,0.0,387
NSW,2012-2013,Particulate Matter ≤2.5 µm (PM2.5),5417593.410716791,0.0,0.0,378
NSW,2012-2013,Phenol,1337.6,2798.29,97.72658417101573,13
NSW,2012-2013,Phosphoric acid,576.92023797,10.0,0.0,10
NSW,2012-2013,Polychlorinated dioxins and furans (TEQ),0.019639899686180427,0.0,1.3581123857276404e-05,151
NSW,2012-2013,Polycyclic aromatic hydrocarbons (B[a]Peq),4831.8691239260415,87.60000000000001,13.511610252919747,353
NSW,2012-2013,Selenium & compounds,2382.626003627102,53.14953,0.06500195,85
NSW,2012-2013,Styrene (ethenylbenzene),1292.2988590971613,0.0,0.0,17
NSW,2012-2013,Sulfur dioxide,220240445.9312437,0.0,0.0,383
NSW,2012-2013,Sulfuric acid,2128639.19891274,50.0,0.0,33
NSW,2012-2013,Tetrachloroethylene,1321.7983239031803,0.0,0.0,9
NSW,2012-2013,Toluene (methylbenzene),115468.47539769289,895.3283,21.684314499385394,166
NSW,2012-2013,"Toluene-2,4-diisocyanate",10.452,0.0,0.0,4
NSW,2012-2013,Total Nitrogen,0.0,20006741.466,0.0,73
NSW,2012-2013,Total Phosphorus,0.0,2939169.778,0.0,73
NSW,2012-2013,Total Volatile Organic Compounds,9273878.470356762,0.0,0.0,592
NSW,2012-2013,Trichloroethylene,469.20923919216443,0.0,0.0,8
NSW,2012-2013,Vinyl Chloride Monomer,339.5393605030956,0.0,1.6976404391595503,8
NSW,2012-2013,Xylenes (individual or mixed isomers),71533.29867370332,79.66409999999999,18.988,184
NSW,2012-2013,Zinc and compounds,131599.3742162081,35708.608365428,34.42439452271236,163
NSW,2012-2013,n-Hexane,63781.412418782376,0.0,0.1,96
NSW,2013-2014,"1,1,2-Trichloroethane",18.07632699764638,0.0,0.0,5
NSW,2013-2014,"1,2-Dichloroethane",10.678482168790259,12.0,0.09117650691913973,7
NSW,2013-2014,"1,3-Butadiene (vinyl ethylene)",399.914359817,0.0,0.0,29
NSW,2013-2014,Acetaldehyde,155.61941792,18836.0,0.0,18
NSW,2013-2014,Acetic acid (ethanoic acid),978.8684952,25317.0,0.0,13
NSW,2013-2014,Acetone,7849.831225231665,39478.0,0.0,21
NSW,2013-2014,Acetonitrile,50.40336093889594,0.0,0.0,10
NSW,2013-2014,Acrolein,5.766992800000001,0.0,0.0,6
NSW,2013-2014,Acrylic acid,436.031,0.0,0.0,2
NSW,2013-2014,Acrylonitrile (2-propenenitrile),292.9607493027012,0.0,0.0,5
NSW,2013-2014,Ammonia (total),15669466.7102,14021332.17,384269.936635302,231
NSW,2013-2014,Antimony & compounds,962.429031829,40.902466092999994,20.414764942466324,55
NSW,2013-2014,Arsenic & compounds,3844.7092717933074,482.261164893,92.2747351088868,222
NSW,2013-2014,Benzene,78649.94120641986,137.21800000000002,4.037353074200817,127
NSW,2013-2014,Beryllium & compounds,425.5335359485186,13.782849605,0.05576472276118709,199
NSW,2013-2014,"Biphenyl (1,1-biphenyl)",45.0,0.0,0.0,1
NSW,2013-2014,Boron & compounds,416591.974939814,48672.742645547,8.037097692,85
NSW,2013-2014,Cadmium & compounds,975.3544634407152,4.0289205984,6.705600108886797,201
NSW,2013-2014,Carbon disulfide,19.761389595154572,0.0,0.0,6
NSW,2013-2014,Carbon monoxide,193079700.94498923,0.0,0.0,404
NSW,2013-2014,Chlorine & compounds,32557.462,42948.027,13246.973880229249,54
NSW,2013-2014,Chloroethane (ethyl chloride),218.55269804750088,0.0,0.0,5
NSW,2013-2014,Chloroform (trichloromethane),10.420390911943112,0.0,0.2644118682655052,12
NSW,2013-2014,"Chlorophenols (di, tri, tetra)",0.0,0.0,0.00465000153087613,3
NSW,2013-2014,Chromium (III) compounds,15542.068644760568,319.876256332,15225.59279732666,245
NSW,2013-2014,Chromium (VI) compounds,182.593029755,9.119,134.16495771185444,77
NSW,2013-2014,Cobalt & compounds,2423.1958775707985,65.676888166,1.525982,117
NSW,2013-2014,Copper & compounds,49733.51823348271,28803.624775358,3572.0094194425633,242
NSW,2013-2014,Cumene (1-methylethylbenzene),3335.5327550220463,0.0,891.0,123
NSW,2013-2014,Cyanide (inorganic) compounds,41991.096,992.7,0.0,8
NSW,2013-2014,Cyclohexane,24175.451584255396,0.0,0.8,74
NSW,2013-2014,Di-(2-Ethylhexyl) phthalate (DEHP),0.96,0.0,0.0,1
NSW,2013-2014,Dibutyl phthalate,0.00031,0.0,0.0,1
NSW,2013-2014,Dichloromethane,75926.74067454605,0.0,4.011766283442145,17
NSW,2013-2014,Ethanol,1427514.6373089445,90882.019,545854.1799999999,72
NSW,2013-2014,Ethyl acetate,31684.199590902863,0.0,0.0,13
NSW,2013-2014,Ethylbenzene,7266.916732941868,7.965400000000001,101.12882373753101,120
NSW,2013-2014,"Ethylene glycol (1,2-ethanediol)",152.50199999999998,0.0,0.0,4
NSW,2013-2014,Ethylene oxide,258.579,0.0,0.0,2
NSW,2013-2014,Fluoride compounds,2577660.6936649,465244.6978884,43.37495,177
NSW,2013-2014,Formaldehyde (methyl aldehyde),430374.4832423135,0.0,0.0,68
NSW,2013-2014,Glutaraldehyde,1.68,0.0,0.0,1
NSW,2013-2014,Hydrochloric acid,6420139.030623784,0.0,0.0,71
NSW,2013-2014,Hydrogen sulfide,157711.24278032465,45571.8,16.700000000000003,25
NSW,2013-2014,Lead & compounds,43101.52732734405,111.787333992,130.6653699909906,241
NSW,2013-2014,Magnesium oxide fume,2176.10738,0.0,0.0,14
NSW,2013-2014,Manganese & compounds,207039.6605116973,19185.617179664998,11.838176692,181
NSW,2013-2014,Mercury & compounds,660.2313194679306,40.930831787289996,1.1173765900951484,253
NSW,2013-2014,Methanol,16861.2866908,0.0,0.0,13
NSW,2013-2014,Methyl ethyl ketone,4011.0437847845815,0.0,0.0,19
NSW,2013-2014,Methyl isobutyl ketone,12235.185988256853,0.0,0.0,9
NSW,2013-2014,Methyl methacrylate,4883.0,0.0,0.0,2
NSW,2013-2014,Nickel & compounds,10233.571434906833,587.160401867,100.50189387862537,238
NSW,2013-2014,Nickel subsulfide,4.12,0.0,0.0,1
NSW,2013-2014,Nitric acid,17895.96,21050.0,0.0,10
NSW,2013-2014,Oxides of Nitrogen,199756108.88232124,0.0,0.0,400
NSW,2013-2014,Particulate Matter ≤10.0 µm (PM10),140371354.40773943,0.0,0.0,398
NSW,2013-2014,Particulate Matter ≤2.5 µm (PM2.5),5089384.938706516,0.0,0.0,388
NSW,2013-2014,Phenol,3399.71,271.29,3.4647072449273137,9
NSW,2013-2014,Phosphoric acid,534.8960663400001,15.0,0.0,11
NSW,2013-2014,Polychlorinated dioxins and furans (TEQ),0.008151662899522332,0.0,2.917648117412473e-06,149
NSW,2013-2014,Polycyclic aromatic hydrocarbons (B[a]Peq),3585.6315515127403,38.3,329.202279413123,361
NSW,2013-2014,Selenium & compounds,1933.8105840226633,22.0731,2.0794,85
NSW,2013-2014,Styrene (ethenylbenzene),1222.631189440647,0.0,0.0,14
NSW,2013-2014,Sulfur dioxide,220563303.98597667,0.0,0.0,394
NSW,2013-2014,Sulfuric acid,2516022.453840095,78050.0,0.0,31
NSW,2013-2014,Tetrachloroethylene,642.7066396233269,0.0,0.0,12
NSW,2013-2014,Toluene (methylbenzene),97635.56506206733,165.4269,95.51081676468473,165
NSW,2013-2014,"Toluene-2,4-diisocyanate",10.66,0.0,0.0,4
NSW,2013-2014,Total Nitrogen,0.0,20114052.9365,0.0,72
NSW,2013-2014,Total Phosphorus,0.0,2843657.7119,0.0,72
NSW,2013-2014,Total Volatile Organic Compounds,11345829.860411854,0.0,0.0,608
NSW,2013-2014,Trichloroethylene,94.21050313569833,0.0,0.0,10
NSW,2013-2014,Vinyl Chloride Monomer,76.85502466967188,0.0,0.3647060256765591,11
NSW,2013-2014,Xylenes (individual or mixed isomers),74290.46640654866,22.942,320.70074999999997,185
NSW,2013-2014,Zinc and compounds,148132.6957662625,35450.268752022,109.2318166695015,177
NSW,2013-2014,n-Hexane,68099.25335900436,0.0,0.3,90
NSW,2014-2015,"1,1,2-Trichloroethane",12.410008079910181,0.0,0.0,5
NSW,2014-2015,"1,2-Dichloroethane",139.79932607289356,0.05,0.04838088429919138,9
NSW,2014-2015,"1,3-Butadiene (vinyl ethylene)",389.5171999137719,0.0,0.0,28
NSW,2014-2015,Acetaldehyde,10213.108596376142,0.0,0.0,24
NSW,2014-2015,Acetic acid (ethanoic acid),942.83804,17.0576,0.0,12
NSW,2014-2015,Acetone,41157.08411061162,0.0,0.0,20
NSW,2014-2015,Acetonitrile,36.10864748956358,0.0,0.0,11
NSW,2014-2015,Acrolein,6.955628524,0.0,0.0,12
NSW,2014-2015,Acrylic acid,1.1059999999999999,0.0,0.0,2
NSW,2014-2015,Acrylonitrile (2-propenenitrile),191.3607173916396,0.0,0.0,5
NSW,2014-2015,Ammonia (total),16500584.91855,14954972.535,414047.261575083,241
NSW,2014-2015,Antimony & compounds,716.4406894974179,4.643885598,0.3297148373746627,54
NSW,2014-2015,Arsenic & compounds,3983.265927348342,451.717822208,121.73013623801887,224
NSW,2014-2015,Benzene,62122.32287893972,46.26955,2.175309272907008,129
NSW,2014-2015,Beryllium & compounds,380.8354930121138,22.959572311,0.4297428250636119,195
NSW,2014-2015,"Biphenyl (1,1-biphenyl)",45.104465531,0.0,0.0,2
NSW,2014-2015,Boron & compounds,413759.71631677,61747.815354418,5.373657692,83
NSW,2014-2015,Cadmium & compounds,735.1309316440575,5.1285328970999995,4.191281338018868,201
NSW,2014-2015,Carbon disulfide,16.37609823205358,0.0,0.0,6
NSW,2014-2015,Carbon monoxide,189533236.00170746,0.0,0.0,389
NSW,2014-2015,Chlorine & compounds,37481.525712,40995.846000000005,11853.087187052291,56
NSW,2014-2015,Chloroethane (ethyl chloride),150.04471862197474,0.0,0.0,6
NSW,2014-2015,Chloroform (trichloromethane),8.430595503291762,0.0,0.738404565467655,17
NSW,2014-2015,"Chlorophenols (di, tri, tetra)",0.0,0.0,0.00241642506925876,4
NSW,2014-2015,Chromium (III) compounds,14143.94962152747,126.159724843,30715.897964415057,243
NSW,2014-2015,Chromium (VI) compounds,158.24490336773607,6.220000000000001,119.08528559173855,73
NSW,2014-2015,Cobalt & compounds,2111.8328377943203,88.27943561400001,0.1829828,116
NSW,2014-2015,Copper & compounds,52418.919015787724,37565.630974363,17425.659610168215,240
NSW,2014-2015,Cumene (1-methylethylbenzene),3514.2878624024447,0.0,86.1,122
NSW,2014-2015,Cyanide (inorganic) compounds,46583.0462,543.0,0.0,7
NSW,2014-2015,Cyclohexane,16831.511823875622,0.0,0.7,75
NSW,2014-2015,Dibutyl phthalate,0.00031,0.0,0.0,1
NSW,2014-2015,Dichloromethane,73214.26426809313,0.0,2.0847589191644214,17
NSW,2014-2015,Ethanol,1472298.8551457725,105924.613,402163.26,68
NSW,2014-2015,Ethyl acetate,36542.5874620203,0.0,0.0,14
NSW,2014-2015,Ethylbenzene,5280.663387323425,3.0816,16.10180912993531,127
NSW,2014-2015,"Ethylene glycol (1,2-ethanediol)",273.92999999999995,0.0,0.0,4
NSW,2014-2015,Ethylene oxide,106.579,0.0,0.0,2
NSW,2014-2015,Fluoride compounds,2246694.209057546,574072.07925821,30.790188999999998,181
NSW,2014-2015,Formaldehyde (methyl aldehyde),461037.90863177675,0.0,0.0,73
NSW,2014-2015,Glutaraldehyde,1.52,0.0,0.0,1
NSW,2014-2015,Hydrochloric acid,5924070.347926796,48408.0,0.0,71
NSW,2014-2015,Hydrogen sulfide,197063.2714899356,13080.4,3.2,21
NSW,2014-2015,Lead & compounds,39390.34044714076,193.392529007,73139.66812549609,243
NSW,2014-2015,Magnesium oxide fume,2163.3073527753,0.0,0.0,22
NSW,2014-2015,Manganese & compounds,191292.20568626572,37026.578652414,25432.113948161998,180
NSW,2014-2015,Mercury & compounds,674.6415846424748,28.7983573418,25.501361223257952,253
NSW,2014-2015,Methanol,16745.993687136,0.0,0.0,14
NSW,2014-2015,Methyl ethyl ketone,2650.835112646188,0.0,0.0,19
NSW,2014-2015,Methyl isobutyl ketone,13629.637212329972,0.0,0.0,9
NSW,2014-2015,Methyl methacrylate,247.3,0.0,0.0,2
NSW,2014-2015,Nickel & compounds,8348.725904809695,1282.4358103490001,139.47667588608624,234
NSW,2014-2015,Nickel subsulfide,1.3,0.0,0.0,1
NSW,2014-2015,Nitric acid,19488.974576,50.0,0.0,9
NSW,2014-2015,Organo-tin compounds,20.33,0.0,0.0,1
NSW,2014-2015,Oxides of Nitrogen,193312670.84001055,0.1,2e-05,386
NSW,2014-2015,Particulate Matter ≤10.0 µm (PM10),135062943.76914257,0.0,0.0,385
NSW,2014-2015,Particulate Matter ≤2.5 µm (PM2.5),4805941.4322997,0.0,0.0,381
NSW,2014-2015,Phenol,12933.141829618,52.252,13.024473612369274,12
NSW,2014-2015,Phosphoric acid,490.12162,15.0,0.0,11
NSW,2014-2015,Polychlorinated dioxins and furans (TEQ),0.007111729100112219,0.0,1.5161883375741244e-06,155
NSW,2014-2015,Polycyclic aromatic hydrocarbons (B[a]Peq),4326.171666423172,230.204,32.961184521857476,363
NSW,2014-2015,Selenium & compounds,1641.8214283102582,25.785800000000002,8.464098,86
NSW,2014-2015,Styrene (ethenylbenzene),2503.90638294497,0.0,0.0,16
NSW,2014-2015,Sulfur dioxide,207010694.00468564,0.0,0.0,385
NSW,2014-2015,Sulfuric acid,2003777.313035718,50.0,0.0,29
NSW,2014-2015,Tetrachloroethylene,201.4259169210164,0.0,0.0,13
NSW,2014-2015,Toluene (methylbenzene),57439.37737010683,60.2361,11.052616265266847,170
NSW,2014-2015,"Toluene-2,4-diisocyanate",10.3224,0.0,0.0,4
NSW,2014-2015,Total Nitrogen,0.0,21430409.667,0.0,85
NSW,2014-2015,Total Phosphorus,0.0,3098079.432,0.0,85
NSW,2014-2015,Total Volatile Organic Compounds,9709075.443428399,0.0,0.0,605
NSW,2014-2015,Trichloroethylene,65.15782110265742,0.0,0.0,11
NSW,2014-2015,Vinyl Chloride Monomer,53.257584812691256,0.0,6.196523538196766,16
NSW,2014-2015,Xylenes (individual or mixed isomers),48020.36702642665,3.4471,30.27,185
NSW,2014-2015,Zinc and compounds,131255.50554516626,41061.846391398,144266.67874844235,176
NSW,2014-2015,n-Hexane,42158.02197216551,0.0,0.3,92
NSW,2015-2016,"1,1,2-Trichloroethane",12.79770835479658,0.0,0.0,6
NSW,2015-2016,"1,2-Dichloroethane",133.01040320477028,6.85e-05,0.05358590082629529,10
NSW,2015-2016,"1,3-Butadiene (vinyl ethylene)",374.3146252470718,0.0,0.0,21
NSW,2015-2016,Acetaldehyde,498.12598827174406,0.0,0.0,15
NSW,2015-2016,Acetic acid (ethanoic acid),1075.374855,14740.02,0.0,13
NSW,2015-2016,Acetone,40635.921827643295,0.0,0.0,21
NSW,2015-2016,Acetonitrile,37.01235288251371,0.0,0.0,12
NSW,2015-2016,Acrolein,6.057061013,0.0,0.0,13
NSW,2015-2016,Acrylic acid,0.953,0.0,0.0,2
NSW,2015-2016,Acrylonitrile (2-propenenitrile),197.38501979410097,0.0,0.0,6
NSW,2015-2016,Ammonia (total),18610892.677128,13291812.5335,704667.1966252523,253
NSW,2015-2016,Antimony & compounds,2592.8351322457033,9.403115414,0.34806694785354897,57
NSW,2015-2016,Arsenic & compounds,3956.6499083514145,159.557722055,111.03094426175682,241
NSW,2015-2016,Benzene,53426.3841839946,573.5696,0.19456783435729275,113
NSW,2015-2016,Beryllium & compounds,359.6194554300676,51.469603817999996,0.047709732716621746,201
NSW,2015-2016,"Biphenyl (1,1-biphenyl)",53.75017845,0.0,0.0,2
NSW,2015-2016,Boron & compounds,376956.524953838,69560.551466484,4.29247,82
NSW,2015-2016,Cadmium & compounds,612.3223989102976,3.2297079099,3.334528711756813,221
NSW,2015-2016,Carbon disulfide,16.576826701844684,0.0,0.0,7
NSW,2015-2016,Carbon monoxide,202080712.16943437,0.0,0.0,390
NSW,2015-2016,Chlorine & compounds,34105.132,28068.839,13808.708170851423,51
NSW,2015-2016,Chloroethane (ethyl chloride),154.8084557827973,0.0,0.0,7
NSW,2015-2016,Chloroform (trichloromethane),9.837497906976008,0.0,1.3334991134962566,18
NSW,2015-2016,"Chlorophenols (di, tri, tetra)",0.0,0.0,0.00268188120114106,5
NSW,2015-2016,Chromium (III) compounds,11398.250320901632,158.536937847,31010.02702428527,262
