state,year_label,substance_name,air_total_emission_kg_sum,water_emission_kg_sum,land_emission_kg_sum,facility_count
ACT,1998-1999,Ammonia (total),0.0,942.0,0.0,1
ACT,1998-1999,Arsenic & compounds,28.200000000000003,0.0,0.0,2
ACT,1998-1999,Benzene,1350.2,1.0,1.0,4
ACT,1998-1999,Cadmium & compounds,98.03,0.0,0.0,3
ACT,1998-1999,Carbon monoxide,78302.56000000001,0.0,0.0,5
ACT,1998-1999,Chlorine & compounds,6868.8,0.0,0.0,1
ACT,1998-1999,Cumene (1-methylethylbenzene),33.0,1.0,1.0,2
ACT,1998-1999,Cyclohexane,64.0,1.0,1.0,2
ACT,1998-1999,Ethylbenzene,23.0,1.0,1.0,2
ACT,1998-1999,Fluoride compounds,476.24,27500.0,0.0,2
ACT,1998-1999,Hydrochloric acid,14653.44,0.0,0.0,1
ACT,1998-1999,Hydrogen sulfide,10318.2,0.0,0.0,1
ACT,1998-1999,Lead & compounds,780.04,0.0,0.0,2
ACT,1998-1999,Mercury & compounds,133.52,0.0,0.0,2
ACT,1998-1999,Nickel & compounds,1.36,0.0,0.0,1
ACT,1998-1999,Oxides of Nitrogen,35062.59,0.0,0.0,5
ACT,1998-1999,Particulate Matter ≤10.0 µm (PM10),7508.6,0.0,0.0,3
ACT,1998-1999,Polychlorinated dioxins and furans (TEQ),0.0003,0.0,0.0,1
ACT,1998-1999,Polycyclic aromatic hydrocarbons (B[a]Peq),842.834,0.0,0.0,4
ACT,1998-1999,Sulfur dioxide,6746.07,0.0,0.0,4
ACT,1998-1999,Sulfuric acid,247.28,0.0,0.0,1
ACT,1998-1999,Toluene (methylbenzene),1443.9,1.0,1.0,5
ACT,1998-1999,Total Nitrogen,0.0,801099.9,0.0,2
ACT,1998-1999,Total Phosphorus,0.0,3281.9,0.0,2
ACT,1998-1999,Total Volatile Organic Compounds,20035.13,0.0,0.0,3
ACT,1998-1999,Xylenes (individual or mixed isomers),441.7,1.0,1.0,5
ACT,1998-1999,n-Hexane,413.0,1.0,1.0,2
ACT,1999-2000,"1,2-Dibromoethane",1.1,0.0,0.0,1
ACT,1999-2000,"1,2-Dichloroethane",0.0,1.227e-07,0.0,2
ACT,1999-2000,"1,3-Butadiene (vinyl ethylene)",4.2,0.0,0.0,1
ACT,1999-2000,Ammonia (total),16.0,1105.0,0.0,2
ACT,1999-2000,Antimony & compounds,0.0,8.1e-07,0.0,2
ACT,1999-2000,Arsenic & compounds,8.11443,16.901500172,25.5,9
ACT,1999-2000,Benzene,1751.2,0.500000454,0.5,6
ACT,1999-2000,Beryllium & compounds,0.000725,5.89e-08,0.0,4
ACT,1999-2000,Cadmium & compounds,122.77850000000001,3.200000172,0.0,8
ACT,1999-2000,Carbon monoxide,183446.4,0.0,0.0,10
ACT,1999-2000,Chlorine & compounds,6940.0,890.00724,0.0,5
ACT,1999-2000,Chloroform (trichloromethane),0.0,392.000000356,0.0,4
ACT,1999-2000,"Chlorophenols (di, tri, tetra)",0.0,6.3e-09,0.0,2
ACT,1999-2000,Chromium (III) compounds,25.668799999999997,19.0,0.0,5
ACT,1999-2000,Chromium (VI) compounds,0.13502,0.004500736,21.6,6
ACT,1999-2000,Cobalt & compounds,10.5,0.0,0.0,1
ACT,1999-2000,Copper & compounds,5.353689999999999,277.001900663,12.8,8
ACT,1999-2000,Cumene (1-methylethylbenzene),4.9,0.5,0.5,3
ACT,1999-2000,Cyclohexane,87.0,0.5,0.5,2
ACT,1999-2000,Dichloromethane,0.0,4.0000054,0.0,3
ACT,1999-2000,Ethylbenzene,51.1,0.500000712,0.5,5
ACT,1999-2000,Fluoride compounds,514.0,25400.0,0.0,5
ACT,1999-2000,Hydrochloric acid,12811.0,0.0,0.0,4
ACT,1999-2000,Hydrogen sulfide,11098.0,0.0,0.0,2
ACT,1999-2000,Lead & compounds,205.83522,14.600000773,0.0,7
ACT,1999-2000,Manganese & compounds,3.9,898.0,0.0,3
ACT,1999-2000,Mercury & compounds,245.51932,4.9000000073,0.0,9
ACT,1999-2000,Nickel & compounds,62.929,208.00000212,0.0,9
ACT,1999-2000,Oxides of Nitrogen,111447.08,0.0,0.0,10
ACT,1999-2000,Particulate Matter ≤10.0 µm (PM10),33652.8,0.0,0.0,9
ACT,1999-2000,Phenol,0.0,4.67e-06,0.0,2
ACT,1999-2000,Phosphoric acid,110.0,0.0,0.0,1
ACT,1999-2000,Polychlorinated dioxins and furans (TEQ),9.3e-05,0.0,0.0,2
ACT,1999-2000,Polycyclic aromatic hydrocarbons (B[a]Peq),10.476301,0.0,0.0,7
ACT,1999-2000,Selenium & compounds,3.3703,1.0,0.0,2
ACT,1999-2000,Sulfur dioxide,46979.58,0.0,0.0,10
ACT,1999-2000,Sulfuric acid,2230.0,0.0,0.0,2
ACT,1999-2000,Toluene (methylbenzene),3075.9,0.5,0.5,6
ACT,1999-2000,Total Nitrogen,0.0,810185.0,0.0,2
ACT,1999-2000,Total Phosphorus,0.0,3108.0,0.0,2
ACT,1999-2000,Total Volatile Organic Compounds,196997.5,10.7,10.7,13
ACT,1999-2000,Vinyl Chloride Monomer,0.0,4.91e-07,0.0,2
ACT,1999-2000,Xylenes (individual or mixed isomers),456.8,0.5,0.5,5
ACT,1999-2000,Zinc and compounds,0.0,507.0000084,0.0,4
ACT,1999-2000,n-Hexane,1545.1,0.5,0.5,4
ACT,2000-2001,"1,2-Dibromoethane",0.1,0.0,0.0,1
ACT,2000-2001,Acetic acid (ethanoic acid),670.0,0.0,0.0,1
ACT,2000-2001,Ammonia (total),10.43,1466.0,0.0,2
ACT,2000-2001,Arsenic & compounds,0.08040080000000001,19.1415,25.522,7
ACT,2000-2001,Benzene,1244.904,0.5,0.5,7
ACT,2000-2001,Beryllium & compounds,0.00165,0.0,0.0,2
ACT,2000-2001,Cadmium & compounds,41.3280047,3.42,0.0034,6
ACT,2000-2001,Carbon monoxide,148267.42,0.0,0.0,9
ACT,2000-2001,Chlorine & compounds,3902.53,7.44,9.3,3
ACT,2000-2001,Chloroform (trichloromethane),0.0,2.0,0.0,1
ACT,2000-2001,Chromium (III) compounds,0.724,20.0045,21.6,5
ACT,2000-2001,Chromium (VI) compounds,0.036699999999999997,0.0,0.0,3
ACT,2000-2001,Cobalt & compounds,0.8312999999999999,18.17,0.0258,3
ACT,2000-2001,Copper & compounds,2.9167,724.1319,13.279,5
ACT,2000-2001,Cumene (1-methylethylbenzene),3.9,0.5,0.5,3
ACT,2000-2001,Cyclohexane,65.0,0.5,0.5,2
ACT,2000-2001,Dichloromethane,0.0,4.0,0.0,1
ACT,2000-2001,Ethanol,35900.0,0.0,0.0,1
ACT,2000-2001,Ethylbenzene,46.0,0.5,0.5,3
ACT,2000-2001,Fluoride compounds,305.44,28.54,4.3,6
ACT,2000-2001,Formaldehyde (methyl aldehyde),1.2,0.0,0.0,1
ACT,2000-2001,Hydrochloric acid,6976.59,0.0,0.0,4
ACT,2000-2001,Hydrogen sulfide,11644.0,0.0,0.0,1
ACT,2000-2001,Lead & compounds,51.6479,14.63,0.019,5
ACT,2000-2001,Manganese & compounds,4.686,810.04,0.05,4
ACT,2000-2001,Mercury & compounds,87.4641,0.0,0.0,3
ACT,2000-2001,Nickel & compounds,13.1340311,194.82,0.1999,6
ACT,2000-2001,Nickel carbonyl,1.05,0.0,0.0,1
ACT,2000-2001,Organo-tin compounds,1900.0,0.0,0.0,1
ACT,2000-2001,Oxides of Nitrogen,116059.19,0.0,0.0,9
ACT,2000-2001,Particulate Matter ≤10.0 µm (PM10),10553.0206,0.0,0.0,9
ACT,2000-2001,Phosphoric acid,15.0,0.0,0.0,1
ACT,2000-2001,Polychlorinated dioxins and furans (TEQ),7.07e-05,0.0,0.0,2
ACT,2000-2001,Polycyclic aromatic hydrocarbons (B[a]Peq),0.7630029,0.0,0.0,5
ACT,2000-2001,Selenium & compounds,0.00038,45.43,0.065,2
ACT,2000-2001,Sulfur dioxide,4017.2299999999996,0.0,0.0,9
ACT,2000-2001,Sulfuric acid,121.187,0.0,0.0,2
ACT,2000-2001,Toluene (methylbenzene),2723.563,0.5,0.5,8
ACT,2000-2001,Total Nitrogen,0.0,686374.0,877.0,2
ACT,2000-2001,Total Phosphorus,0.0,2989.7,3.58,2
ACT,2000-2001,Total Volatile Organic Compounds,121032.73,166576.7,246.7,15
ACT,2000-2001,Xylenes (individual or mixed isomers),359.87,0.5,0.5,6
ACT,2000-2001,Zinc and compounds,0.45,429.7,0.559,3
ACT,2000-2001,n-Hexane,1426.0,0.5,0.5,4
ACT,2001-2002,Acetone,403.0,0.0,0.0,1
ACT,2001-2002,Ammonia (total),0.0,1407.8,0.0,3
ACT,2001-2002,Antimony & compounds,0.21024,64.36,0.109,1
ACT,2001-2002,Arsenic & compounds,0.00281,7.8309999999999995,0.0065,4
ACT,2001-2002,Benzene,729.88460702,0.5,0.5,6
ACT,2001-2002,Beryllium & compounds,0.73595,0.0,0.0,2
ACT,2001-2002,Cadmium & compounds,8.004,1.379,0.00233,2
ACT,2001-2002,Carbon monoxide,174055.11,0.0,0.0,9
ACT,2001-2002,Chlorine & compounds,2.1,54.9,9.6,4
ACT,2001-2002,Chloroform (trichloromethane),0.0,181.75,0.3006,2
ACT,2001-2002,Chromium (III) compounds,1.6939,8.0,0.0,3
ACT,2001-2002,Chromium (VI) compounds,0.00551,0.0,0.0,2
ACT,2001-2002,Cobalt & compounds,0.0852,183.88,0.311,2
ACT,2001-2002,Copper & compounds,0.01129,291.193,0.3758,4
ACT,2001-2002,Cumene (1-methylethylbenzene),24.189456474,0.0,0.0,4
ACT,2001-2002,Cyclohexane,114.06855474,0.5,0.5,4
ACT,2001-2002,Dichloromethane,0.0,4.0,0.0,1
ACT,2001-2002,Ethanol,225260.0,0.0,0.0,2
ACT,2001-2002,Ethylbenzene,48.230729967,0.5,0.5,5
ACT,2001-2002,Fluoride compounds,204.0,236.27900000000002,4.2044,5
ACT,2001-2002,Formaldehyde (methyl aldehyde),0.97,0.0,0.0,1
ACT,2001-2002,Hydrochloric acid,5914.21,0.0,0.0,5
ACT,2001-2002,Hydrogen sulfide,11804.0,0.0,0.0,1
ACT,2001-2002,Lead & compounds,84.1025,14.7914,0.0238,4
ACT,2001-2002,Manganese & compounds,5.2609,834.0659,0.0828,4
ACT,2001-2002,Mercury & compounds,3.0515,0.0,0.0,2
ACT,2001-2002,Nickel & compounds,2.6772,515.7090000000001,0.778,4
ACT,2001-2002,Oxides of Nitrogen,137233.9,0.0,0.0,9
ACT,2001-2002,Particulate Matter ≤10.0 µm (PM10),11127.1,0.0,0.0,8
ACT,2001-2002,Polychlorinated dioxins and furans (TEQ),1.45e-06,0.0,0.0,1
ACT,2001-2002,Polycyclic aromatic hydrocarbons (B[a]Peq),0.4099,0.0,0.0,6
ACT,2001-2002,Selenium & compounds,0.8412700000000001,0.024,0.0,3
ACT,2001-2002,Sulfur dioxide,1365.2336,0.0,0.0,9
ACT,2001-2002,Toluene (methylbenzene),2456.13557203,0.5,0.5,7
ACT,2001-2002,Total Nitrogen,0.0,724002.8,0.0,4
ACT,2001-2002,Total Phosphorus,0.0,4149.4,0.0,4
ACT,2001-2002,Total Volatile Organic Compounds,306315.839104,0.0,0.0,16
ACT,2001-2002,Xylenes (individual or mixed isomers),200.83432492,0.0,0.0,4
ACT,2001-2002,Zinc and compounds,28.73,237.707,0.8369,4
ACT,2001-2002,n-Hexane,1138.7298755,0.0,0.0,6
ACT,2002-2003,Acetic acid (ethanoic acid),0.3100000023841858,0.0,0.0,1
ACT,2002-2003,Acetone,0.06499999761581421,0.0,0.0,1
ACT,2002-2003,Ammonia (total),61000.0,900.0,0.0,2
ACT,2002-2003,Arsenic & compounds,5.653459999995958,2.299999952316284,0.0,4
ACT,2002-2003,Benzene,852.000900100708,0.5,0.5,6
ACT,2002-2003,Beryllium & compounds,0.29079,0.0,0.0,2
ACT,2002-2003,Boron & compounds,0.0,2.639,0.0048,1
ACT,2002-2003,Cadmium & compounds,5.065,1.9030000029802323,0.003,5
ACT,2002-2003,Carbon monoxide,195940.84925,0.0,0.0,12
ACT,2002-2003,Chlorine & compounds,0.0,858.61,10.55,2
ACT,2002-2003,Chloroform (trichloromethane),0.0,133.1499999523163,0.613,3
ACT,2002-2003,Chromium (III) compounds,4.513999999999999,4.599999904632568,0.0,4
ACT,2002-2003,Chromium (VI) compounds,1.081859999995958,0.0,0.0,3
ACT,2002-2003,Cobalt & compounds,0.00093,17.028,0.031,2
ACT,2002-2003,Copper & compounds,0.01022000000171829,246.96799923706055,0.373,5
ACT,2002-2003,Cumene (1-methylethylbenzene),31.706495767831804,0.5,0.5,6
ACT,2002-2003,Cyclohexane,127.72225637435913,0.5,0.5,4
ACT,2002-2003,Dichloromethane,0.0,2.299999952316284,0.0,1
ACT,2002-2003,Ethanol,14568.0,0.0,0.0,2
ACT,2002-2003,Ethylbenzene,53.8360800743103,0.5,0.5,6
ACT,2002-2003,Fluoride compounds,2175.2519998331068,23842.76,48.246,6
ACT,2002-2003,Formaldehyde (methyl aldehyde),0.86,0.0,0.0,1
ACT,2002-2003,Hydrochloric acid,16231.751998931884,0.0,0.0,4
ACT,2002-2003,Hydrogen sulfide,0.0,10813.0,0.0,1
ACT,2002-2003,Lead & compounds,67.2527,5.676,0.01,4
ACT,2002-2003,Magnesium oxide fume,148.0,0.0,0.0,1
ACT,2002-2003,Manganese & compounds,4.2944,247.78199923706055,0.553,5
ACT,2002-2003,Mercury & compounds,12.907,0.1000000014901161,0.0,4
ACT,2002-2003,Nickel & compounds,6.92,221.54999980926513,0.389,5
ACT,2002-2003,Oxides of Nitrogen,315509.2510546875,0.12,0.15,13
ACT,2002-2003,Particulate Matter ≤10.0 µm (PM10),259067.9780024414,0.0,0.0,12
ACT,2002-2003,Polychlorinated dioxins and furans (TEQ),0.00023896,0.0,0.0,2
ACT,2002-2003,Polycyclic aromatic hydrocarbons (B[a]Peq),0.47842299977648256,0.0,0.0,9
ACT,2002-2003,Selenium & compounds,0.83987,9.514,0.016,4
ACT,2002-2003,Sulfur dioxide,615317.9789902343,0.0,0.0,11
ACT,2002-2003,Toluene (methylbenzene),993.1972307815552,0.5,0.5,7
ACT,2002-2003,Total Nitrogen,0.0,754945.44,1296.55,3
ACT,2002-2003,Total Phosphorus,0.0,3577.840003051758,6.27,3
ACT,2002-2003,Total Volatile Organic Compounds,118873.58195574951,141.54999980926516,11.31299980926514,20
ACT,2002-2003,Xylenes (individual or mixed isomers),265.53773641586304,0.5,0.5,6
ACT,2002-2003,Zinc and compounds,0.33,271.52000038146974,0.466,3
ACT,2002-2003,n-Hexane,1241.3115539550781,0.5,0.5,5
ACT,2003-2004,Ammonia (total),118.69,1356.6,0.051000000000000004,4
ACT,2003-2004,Antimony & compounds,1.94,0.0,0.0,1
ACT,2003-2004,Arsenic & compounds,24.789950095481426,2.200000047683716,0.0,7
ACT,2003-2004,Benzene,1228.7541146123529,0.5,0.5,7
ACT,2003-2004,Beryllium & compounds,0.2905909916590889,0.0,0.0,4
ACT,2003-2004,Boron & compounds,0.0,2.79,0.005,1
ACT,2003-2004,Cadmium & compounds,27.275999992683527,1.0,0.0,7
ACT,2003-2004,Carbon monoxide,266718.00046875,0.0,0.0,18
ACT,2003-2004,Chlorine & compounds,0.0,10.86,9.456,2
ACT,2003-2004,Chloroform (trichloromethane),0.0,234.6100000476837,0.87,3
ACT,2003-2004,Chromium (III) compounds,6.7487000144094225,4.400000095367432,0.0,7
ACT,2003-2004,Chromium (VI) compounds,1.381010014189668,1.710000038146973,0.0,6
ACT,2003-2004,Cobalt & compounds,0.004020000011622905,19.57,0.036,4
ACT,2003-2004,Copper & compounds,2.9435000953078276,202.55399923706054,0.315,7
ACT,2003-2004,Cumene (1-methylethylbenzene),95.04316341876984,0.5,0.5,6
ACT,2003-2004,Cyclohexane,142.15492248535156,0.5,0.5,4
ACT,2003-2004,Dichloromethane,0.0,2.200000047683716,0.0,1
ACT,2003-2004,Ethanol,14552.75,0.0,0.0,2
ACT,2003-2004,Ethylbenzene,82.74848251743244,0.5,0.5,6
ACT,2003-2004,Fluoride compounds,2169.540000100136,31.12,5.05,6
ACT,2003-2004,Formaldehyde (methyl aldehyde),3.7400000262260438,0.0,0.0,3
ACT,2003-2004,Hydrochloric acid,16366.190001220702,0.0,0.0,4
ACT,2003-2004,Hydrogen sulfide,10276.0,0.0,0.0,1
ACT,2003-2004,Lead & compounds,112.67496980914743,0.4070000059604645,0.009,8
ACT,2003-2004,Magnesium oxide fume,148.0,0.0,0.0,1
ACT,2003-2004,Manganese & compounds,6.609260000102073,704.8119984741211,1.23,6
ACT,2003-2004,Mercury & compounds,1.4280600544574114,2.200000047683716,0.0,7
ACT,2003-2004,Nickel & compounds,5.565700117361546,198.25,167.75,7
ACT,2003-2004,Oxides of Nitrogen,294247.4900390625,559174.4,1036.5,19
ACT,2003-2004,Particulate Matter ≤10.0 µm (PM10),263706.8200006104,0.0,0.0,18
ACT,2003-2004,Polychlorinated dioxins and furans (TEQ),0.000756636008550472,0.0,0.0,3
ACT,2003-2004,Polycyclic aromatic hydrocarbons (B[a]Peq),34.84620001128465,0.0,0.0,15
ACT,2003-2004,Selenium & compounds,1.9603309999963119,4.400000095367432,0.0,4
ACT,2003-2004,Sulfur dioxide,615866.8100185012,0.0,0.0,15
ACT,2003-2004,Toluene (methylbenzene),1479.9319511276126,0.5,0.5,9
ACT,2003-2004,Total Nitrogen,0.0,620652.68,1088.85,3
ACT,2003-2004,Total Phosphorus,0.0,11182.0,20.22,2
ACT,2003-2004,Total Volatile Organic Compounds,109955.83219970703,243.11199980926514,11.56999980926514,25
ACT,2003-2004,Xylenes (individual or mixed isomers),388.87034875154495,0.5,0.5,6
ACT,2003-2004,Zinc and compounds,1.3999999940395356,15.19999980926514,0.0,4
ACT,2003-2004,n-Hexane,1058.9862113952636,0.5,0.5,7
ACT,2004-2005,Ammonia (total),65.215,803.5592,0.001,3
ACT,2004-2005,Antimony & compounds,0.95,0.0,0.0,1
ACT,2004-2005,Arsenic & compounds,8.459420107232836,13.224000453948971,0.0,7
ACT,2004-2005,Benzene,990.8365804326654,0.05000000074505806,0.5,6
ACT,2004-2005,Beryllium & compounds,0.3406135022978503,0.0,0.0,3
ACT,2004-2005,Boron & compounds,0.0,3.075,0.0057,1
ACT,2004-2005,Cadmium & compounds,4.813739997294546,1.6000000029802321,0.002,6
ACT,2004-2005,Carbon monoxide,296529.36234375,0.0,0.0,15
ACT,2004-2005,Chloroform (trichloromethane),0.0,237.44200009536743,0.6755,3
ACT,2004-2005,Chromium (III) compounds,5.370599900540711,4.800000190734863,0.0,6
ACT,2004-2005,Chromium (VI) compounds,1.599229983495083,8.600000381469727,0.0,5
ACT,2004-2005,Cobalt & compounds,0.0037600000474974507,13.98,0.026,3
ACT,2004-2005,Copper & compounds,2.696699906301498,140.45000038146972,0.23199999999999998,7
ACT,2004-2005,Cumene (1-methylethylbenzene),77.97044835239649,0.5,0.5,6
ACT,2004-2005,Cyclohexane,94.35601091384888,0.5,0.5,4
ACT,2004-2005,Dichloromethane,0.0,2.400000095367432,0.0,1
ACT,2004-2005,Ethanol,17028.09998535156,0.0,0.0,2
ACT,2004-2005,Ethylbenzene,68.56501696398482,0.5,0.5,6
ACT,2004-2005,Fluoride compounds,2525.6130000100134,27.09,4.893,6
ACT,2004-2005,Formaldehyde (methyl aldehyde),3.4700000166893004,0.0,0.0,2
ACT,2004-2005,Hydrochloric acid,19838.94900035858,0.0,0.0,4
ACT,2004-2005,Hydrogen sulfide,9725.2998046875,0.0,0.0,1
ACT,2004-2005,Lead & compounds,46.42128974856064,6.09,0.0104,6
ACT,2004-2005,Magnesium oxide fume,173.0,0.0,0.0,1
ACT,2004-2005,Manganese & compounds,27.097599999932196,281.5967938964844,0.29600000000000004,5
ACT,2004-2005,Mercury & compounds,5.814589994961247,0.2000000029802322,0.0,7
ACT,2004-2005,Nickel & compounds,5.656200161468982,158.89000038146972,0.259,6
ACT,2004-2005,Oxides of Nitrogen,330344.90078125,643050.62,1192.47,16
ACT,2004-2005,Particulate Matter ≤10.0 µm (PM10),313916.5309957886,0.0,0.0,15
ACT,2004-2005,Polychlorinated dioxins and furans (TEQ),0.000888300016331672,0.0,0.0,3
ACT,2004-2005,Polycyclic aromatic hydrocarbons (B[a]Peq),31.26778998666853,0.0,0.0,13
ACT,2004-2005,Selenium & compounds,0.6779959999963119,4.800000190734863,0.0,4
ACT,2004-2005,Sulfur dioxide,719681.7219656181,0.0,0.0,13
ACT,2004-2005,Toluene (methylbenzene),1246.3205819753707,0.5,0.5,8
ACT,2004-2005,Total Nitrogen,0.0,715289.6792187501,11244.85,3
ACT,2004-2005,Total Phosphorus,0.0,4634.190003051758,8.29,2
ACT,2004-2005,Total Volatile Organic Compounds,114335.5489941597,10.69999980926514,10.69999980926514,22
ACT,2004-2005,Xylenes (individual or mixed isomers),320.58207145333296,0.5,0.5,6
ACT,2004-2005,Zinc and compounds,0.44759999403953554,387.2599992370605,0.67,4
ACT,2004-2005,n-Hexane,1664.6007080078125,0.5,0.5,6
ACT,2005-2006,Ammonia (total),89.5,2730.5,3.380000114440918,3
ACT,2005-2006,Arsenic & compounds,8.66869990706779,3.1,0.0,6
ACT,2005-2006,Benzene,691.7960338899792,0.0,0.5,7
ACT,2005-2006,Beryllium & compounds,0.6865199783374509,0.0,0.0,4
ACT,2005-2006,Cadmium & compounds,5.70100024870038,0.2,0.0,6
ACT,2005-2006,Carbon monoxide,377349.4140625,0.0,0.0,15
ACT,2005-2006,Chlorine & compounds,0.0,1424.6400001049042,8.519999980926514,2
ACT,2005-2006,Chloroform (trichloromethane),0.0,3.1,0.0,1
ACT,2005-2006,Chromium (III) compounds,6.582000081002712,6.2,0.0,6
ACT,2005-2006,Chromium (VI) compounds,1.7877000106610357,0.0,0.0,4
ACT,2005-2006,Cobalt & compounds,0.0035299999801442017,0.0,0.0,2
ACT,2005-2006,Copper & compounds,3.4978000941425567,28.0,0.0,5
ACT,2005-2006,Cumene (1-methylethylbenzene),33.75023913383484,0.0,0.5,4
ACT,2005-2006,Cyclohexane,57.889999313354494,0.0,0.5,3
ACT,2005-2006,Dichloromethane,0.0,3.1,0.0,1
ACT,2005-2006,Ethanol,17102.72998046875,0.0,0.0,2
ACT,2005-2006,Ethylbenzene,48.92485105514527,0.0,0.5,5
ACT,2005-2006,Fluoride compounds,2707.7420001626015,22204.490000009537,43.960001468658454,5
ACT,2005-2006,Formaldehyde (methyl aldehyde),3.2600000143051147,0.0,0.0,2
ACT,2005-2006,Hydrochloric acid,20223.868000984192,0.0,0.0,3
ACT,2005-2006,Hydrogen sulfide,10537.0,0.0,0.0,1
ACT,2005-2006,Lead & compounds,35.611700152684,0.6,0.0,6
ACT,2005-2006,Magnesium oxide fume,184.0,0.0,0.0,1
ACT,2005-2006,Manganese & compounds,0.004399999976158142,206.0,0.0,2
ACT,2005-2006,Mercury & compounds,2.465399944057316,0.3,0.0,7
ACT,2005-2006,Nickel & compounds,11.091999880999326,28.0,0.0,6
ACT,2005-2006,Oxides of Nitrogen,358269.091796875,0.0,0.0,15
ACT,2005-2006,Particulate Matter ≤10.0 µm (PM10),327361.702003479,0.0,0.0,15
ACT,2005-2006,Phenol,0.0,6.2,0.0,1
ACT,2005-2006,Polychlorinated dioxins and furans (TEQ),0.0008809420359625608,0.0,0.0,3
ACT,2005-2006,Polycyclic aromatic hydrocarbons (B[a]Peq),36.105700008484725,0.0,0.0,12
ACT,2005-2006,Selenium & compounds,0.001029999989541247,0.0,0.0,2
ACT,2005-2006,Sulfur dioxide,719590.7020164109,0.0,0.0,14
ACT,2005-2006,Toluene (methylbenzene),943.6900817726553,0.0,0.5,7
ACT,2005-2006,Total Nitrogen,0.0,786693.0,0.0,2
ACT,2005-2006,Total Phosphorus,0.0,5770.0,0.0,2
ACT,2005-2006,Total Volatile Organic Compounds,88120.08057617188,0.0,0.0,19
ACT,2005-2006,Xylenes (individual or mixed isomers),220.3938317680359,0.0,0.5,5
ACT,2005-2006,Zinc and compounds,1.250000013113022,25.0,0.0,3
ACT,2005-2006,n-Hexane,1280.363575553894,0.0,0.5,7
ACT,2006-2007,Ammonia (total),62.0,2620.0,3.369999885559082,3
ACT,2006-2007,Arsenic & compounds,8.532200150191784,3.4,0.0,5
ACT,2006-2007,Benzene,570.3029987793416,0.0,0.0,3
ACT,2006-2007,Beryllium & compounds,0.6631299876025878,0.0,0.0,2
ACT,2006-2007,Cadmium & compounds,5.564000038430095,0.2,0.0,5
ACT,2006-2007,Carbon monoxide,215926.763671875,0.0,0.0,16
ACT,2006-2007,Chlorine & compounds,0.0,1446.2600002288818,9.100000143051147,2
ACT,2006-2007,Chromium (III) compounds,8.081000052392483,6.8,0.0,5
ACT,2006-2007,Chromium (VI) compounds,1.681499956175685,0.0,0.0,3
ACT,2006-2007,Cobalt & compounds,0.000890000024810433,0.0,0.0,1
ACT,2006-2007,Copper & compounds,2.271900048479438,44.4,0.0,4
ACT,2006-2007,Cumene (1-methylethylbenzene),100.73389101028442,0.0,0.0,3
ACT,2006-2007,Cyclohexane,31.34000076293945,0.0,0.0,2
ACT,2006-2007,Ethanol,14967.559997558594,0.0,0.0,2
ACT,2006-2007,Ethylbenzene,39.5162889957428,0.0,0.0,3
ACT,2006-2007,Fluoride compounds,2809.0120000243187,21205.430000066757,45.28000068664551,5
ACT,2006-2007,Formaldehyde (methyl aldehyde),0.8199999928474426,0.0,0.0,1
ACT,2006-2007,Hydrochloric acid,21090.871000766754,0.0,0.0,3
ACT,2006-2007,Hydrogen sulfide,10334.0,0.0,0.0,1
ACT,2006-2007,Lead & compounds,49.24549834057688,0.7,0.0,5
ACT,2006-2007,Magnesium oxide fume,192.0,0.0,0.0,1
ACT,2006-2007,Manganese & compounds,0.00419999985024333,157.0,0.0,2
ACT,2006-2007,Mercury & compounds,5.25690005836077,0.3,0.0,6
ACT,2006-2007,Nickel & compounds,9.022999910637736,30.7,0.0,5
ACT,2006-2007,Oxides of Nitrogen,373493.4921875,0.0,0.0,16
ACT,2006-2007,Particulate Matter ≤10.0 µm (PM10),312611.2920074463,0.0,0.0,16
ACT,2006-2007,Polychlorinated dioxins and furans (TEQ),0.000670000008540227,0.0,0.0,2
ACT,2006-2007,Polycyclic aromatic hydrocarbons (B[a]Peq),26.20620004715547,0.0,0.0,14
ACT,2006-2007,Selenium & compounds,0.000260000000707805,6.8,0.0,2
ACT,2006-2007,Sulfur dioxide,749836.5569710922,0.0,0.0,15
ACT,2006-2007,Toluene (methylbenzene),703.8073647618294,0.0,0.0,4
ACT,2006-2007,Total Nitrogen,0.0,769046.0,0.0,3
ACT,2006-2007,Total Phosphorus,0.0,5765.5,0.0,2
ACT,2006-2007,Total Volatile Organic Compounds,71306.62287902832,0.0,0.0,19
ACT,2006-2007,Xylenes (individual or mixed isomers),207.37084054946902,0.0,0.0,3
ACT,2006-2007,Zinc and compounds,0.3100000023841858,23.9,0.0,2
ACT,2006-2007,n-Hexane,890.77001953125,0.0,0.0,3
ACT,2007-2008,"1,3-Butadiene (vinyl ethylene)",0.0021248,0.0,0.0,1
ACT,2007-2008,Acetaldehyde,0.04316,0.0,0.0,1
ACT,2007-2008,Ammonia (total),15.89,4710.0,8.59,2
ACT,2007-2008,Arsenic & compounds,0.619745170985,3.1,0.0,6
ACT,2007-2008,Benzene,274.6498,0.0,0.0,4
ACT,2007-2008,Beryllium & compounds,0.010178608417000001,0.0,0.0,5
ACT,2007-2008,Cadmium & compounds,2.2434953971000002,0.2,0.0,6
ACT,2007-2008,Carbon monoxide,184068.5207085,0.0,0.0,14
ACT,2007-2008,Chlorine & compounds,0.0,1450.72,10.3,2
ACT,2007-2008,Chloroform (trichloromethane),0.0,0.3,0.0,1
