report_year,state,metal,total_air_emission_kg,total_water_emission_kg,total_land_emission_kg,facility_count
2013/2014,WA,Cadmium,1734.3272356842515,623.4382728,221.5547957142174,271
2013/2014,WA,Lead,31199.14740771737,5715.6030186,1124.193911341895,298
2013/2014,WA,Mercury,5298.921030235136,25.076896026,3.564162695503761,303
2014/2015,ACT,Cadmium,4.137391427425196,0.3,0.004892631,10
2014/2015,ACT,Lead,33.72550505872383,7.2,0.02201684,11
2014/2015,ACT,Mercury,4.011831123672168,0.02,0.000209684,13
2014/2015,NSW,Cadmium,735.1309316440575,5.1285328970999995,4.191281338018868,201
2014/2015,NSW,Lead,39390.34044714076,193.392529007,73139.66812549609,243
2014/2015,NSW,Mercury,674.6415846424748,28.7983573418,25.501361223257952,253
2014/2015,NT,Cadmium,394.2806679723,2.801761634,0.9547807250566036,33
2014/2015,NT,Lead,59071.51347941034,94.400169316,10.097111764754716,36
2014/2015,NT,Mercury,17.13769631156697,0.539913,0.4039027934167115,36
2014/2015,QLD,Cadmium,1929.208372478884,262.15754085000003,87.84659146608469,258
2014/2015,QLD,Lead,86168.35552840792,258.9826055,204.39051990738113,292
2014/2015,QLD,Mercury,1966.237642895897,172.85684695,0.8341240417179148,321
2014/2015,SA,Cadmium,7887.650799762124,867.9392,30.256308074310404,83
2014/2015,SA,Lead,67682.78751432628,6987.0853,53.7465370443968,93
2014/2015,SA,Mercury,282.35245685373894,6.228800000000001,3.8838233888990175,104
2014/2015,TAS,Cadmium,144.0364164962256,1459.8482,0.6710068156226413,36
2014/2015,TAS,Lead,1905.271084703506,886.4634,5.095935547301886,37
2014/2015,TAS,Mercury,40.283402924329486,38.2056514,0.0013365781266845,47
2014/2015,VIC,Cadmium,299.02698341750283,40.47436,4.147104227100816,201
2014/2015,VIC,Lead,2745.3168457349434,622.2853,19.256373518095188,225
2014/2015,VIC,Mercury,1293.5043091306438,21.186235,1.5718233258770964,247
2014/2015,WA,Cadmium,1857.0588129297576,586.8907232953968,57.847221763070095,264
2014/2015,WA,Lead,27805.371514521627,3199.649727356968,859.8734848546479,287
2014/2015,WA,Mercury,5922.104619261763,13.12556059718842,3.8418420878141593,298
2015/2016,ACT,Cadmium,2.2319916006508356,0.1,0.005482638,11
2015/2016,ACT,Lead,22.12330128830278,1,0.024671872,12
2015/2016,ACT,Mercury,3.230657747628239,0.02,0.00023497,12
2015/2016,NSW,Cadmium,612.3223989102976,3.2297079099,3.334528711756813,221
2015/2016,NSW,Lead,38690.224434103795,105.135487754,57591.1391611779,270
2015/2016,NSW,Mercury,651.2288276764327,32.440493302296,8.650065153589578,267
2015/2016,NT,Cadmium,133.64213357646972,1.053728329,1.2422164066208323,60
2015/2016,NT,Lead,22110.15137930943,81.34564359299999,11.472616571793743,65
2015/2016,NT,Mercury,5.714503451497676,0.474173848,0.4309978412551782,66
2015/2016,QLD,Cadmium,2812.218926363362,803.708978217,67.70217116049831,279
2015/2016,QLD,Lead,64858.58494194651,77.095995239,169.68693334374237,316
2015/2016,QLD,Mercury,2274.3465242962297,8.803444,1.1058841216070694,337
2015/2016,SA,Cadmium,1303.8076812627796,353.0603,72.21548722863807,88
2015/2016,SA,Lead,54074.886009837355,9427.1463,30.818967533871295,96
2015/2016,SA,Mercury,287.62653269789917,9.5574,3.4186465420844883,108
2015/2016,TAS,Cadmium,148.78004273071875,1749.8901759,0.622733829490566,32
2015/2016,TAS,Lead,1875.8446727166,2488.81718,3.2747355837075474,33
2015/2016,TAS,Mercury,27.10366467141438,37.4780505,0.009940965578167,43
2015/2016,VIC,Cadmium,303.9450272581725,41.7790738,4.759802389189218,211
2015/2016,VIC,Lead,2692.568126795093,748.25,25.01716390085149,235
2015/2016,VIC,Mercury,1568.822946361234,25.8480164,1.6884045364523137,241
2015/2016,WA,Cadmium,2380.6384872859016,347.72757570933,82.48479294979195,273
2015/2016,WA,Lead,27582.79018729485,5898.42469712946,839.8399830573486,295
2015/2016,WA,Mercury,3826.901390412264,13.119297272445127,6.799301611069906,314
2016/2017,ACT,Cadmium,1.8975640989135736,0.2,0.006273927,10
2016/2017,ACT,Lead,12.732432970143554,4,0.028232674,12
2016/2017,ACT,Mercury,2.382006717419425,0.3,0.000268883,11
2016/2017,NSW,Cadmium,640.0150164946358,2.57633059,3.184010744166038,219
2016/2017,NSW,Lead,37376.29514186095,59.269607015,67965.01584861055,284
2016/2017,NSW,Mercury,485.5360170697403,18.50871773084,6.684618136767115,261
2016/2017,NT,Cadmium,89.95804540200001,10.3222533759237,2.1710412136736954,54
2016/2017,NT,Lead,17562.966291211396,148.4944304049047,22.16811416153163,58
2016/2017,NT,Mercury,8.648366336340223,1.3689339138856,1.4531297183003011,57
2016/2017,QLD,Cadmium,2412.0253231488755,863.24636124,51.455107468601845,276
2016/2017,QLD,Lead,70788.50186552502,133.1959169,124.2073705177083,319
2016/2017,QLD,Mercury,1299.5412917701449,35.015511165,0.995944055497221,344
2016/2017,SA,Cadmium,1976.490382471795,999.3019,96.69510547113208,89
2016/2017,SA,Lead,56713.34844819876,9984.369131,29.35019704309434,115
2016/2017,SA,Mercury,668.1265972520175,6.6137058,2.9277065987628035,110
2016/2017,TAS,Cadmium,142.6777366791211,1740.449863,1.7687379232867924,40
2016/2017,TAS,Lead,1944.6380944035232,2537.4302,9.961107155290566,43
2016/2017,TAS,Mercury,27.550151451740064,41.245217,0.0374642340937196,48
2016/2017,VIC,Cadmium,479.56946645338354,36.7204179,4.080456923789991,203
2016/2017,VIC,Lead,2955.8457481994765,976.626179,19.820034654554966,240
2016/2017,VIC,Mercury,2141.0588770621625,21.9150179,1.2767271567975242,246
2016/2017,WA,Cadmium,1431.3594690684065,294.29766859837946,109.41731735599534,279
2016/2017,WA,Lead,22121.425601654715,4874.400225230972,993.3835538796856,307
2016/2017,WA,Mercury,3111.321324725136,17.69406768642143,8.321172461614736,320
2017/2018,ACT,Cadmium,2.397625074193096,0,0.007093845,10
2017/2018,ACT,Lead,22.89071581712839,307.4,0.031922304,12
2017/2018,ACT,Mercury,3.671957898549542,153.7,0.000304022,13
2017/2018,NSW,Cadmium,942.911963716343,3.344486292,3.865564143345283,231
2017/2018,NSW,Lead,43106.395857851654,19.750990083,74882.78707377306,315
2017/2018,NSW,Mercury,415.61820663348715,17.154859015524,6.2219078968862265,285
2017/2018,NT,Cadmium,93.47920037000002,8.213881555,4.251226003099223,54
2017/2018,NT,Lead,18410.3549690618,118.766514618,42.983706160946504,59
2017/2018,NT,Mercury,24.037038131779617,1.872090639,1.4045082906756812,57
2017/2018,QLD,Cadmium,1405.6651326002802,333.90648492,20.94494825035408,281
2017/2018,QLD,Lead,63473.57366992132,92.501857,97.68503461909336,330
2017/2018,QLD,Mercury,1521.339296910074,30.99441213,1.4363066847911847,345
2017/2018,SA,Cadmium,1944.935827078351,973.2684936,110.00037321745285,92
2017/2018,SA,Lead,65347.46556804068,14403.435936,37.37144939353774,122
2017/2018,SA,Mercury,939.1800149712687,5.7407998000000005,3.6734796338908353,110
2017/2018,TAS,Cadmium,145.08046583815968,1407.6539741,0.8344076481150942,38
2017/2018,TAS,Lead,1765.6548725148189,951.5587744,96.35668427421793,41
2017/2018,TAS,Mercury,58.60946648102624,10.0886315,0.0123017746020754,49
2017/2018,VIC,Cadmium,512.6574205913382,55.0403481,4.225370501534591,213
2017/2018,VIC,Lead,3298.781501987377,728.788581,20.52377226090566,245
2017/2018,VIC,Mercury,1182.9778024407915,21.2502481,1.373861164437196,257
2017/2018,WA,Cadmium,1352.965971020961,221.60910610647915,69.17462695453445,288
2017/2018,WA,Lead,23663.40237073255,5249.5580832404585,1013.5148628795667,320
2017/2018,WA,Mercury,3038.236695382139,12.2444872057,66.9408796839858,325
2018/2019,ACT,Cadmium,0.7917015705061329,0,0.006925189,10
2018/2019,ACT,Lead,3.970812934202059,0.9,0.031163352,12
2018/2019,ACT,Mercury,1.576189920475371,0.2,0.000296794,14
2018/2019,NSW,Cadmium,773.0604984699468,1.081650887,4.15902351,224
2018/2019,NSW,Lead,48279.96882088053,33.615172781,68559.4998758,310
2018/2019,NSW,Mercury,613.5949948881776,37.58340063284,6.16565851,290
2018/2019,NT,Cadmium,99.873690691,5.1541191378999995,6.207309847924528,56
2018/2019,NT,Lead,19070.121103734476,65.448554647375,45.76179820566037,61
2018/2019,NT,Mercury,11.125128064583414,0.8159099251499999,1.2488659390396224,59
2018/2019,QLD,Cadmium,2256.6228311922387,22.014643034299997,18.76128099300626,297
2018/2019,QLD,Lead,105811.1643697118,278.5156616,213.08312078922816,348
2018/2019,QLD,Mercury,4271.079741912583,8.284058677240001,1.7859924566259815,370
2018/2019,SA,Cadmium,2039.3028755608375,1532.3466099,104.58192582083868,96
2018/2019,SA,Lead,67296.46533499958,15731.5603479,35.55759830474906,129
2018/2019,SA,Mercury,565.6175981855141,5.543321415,3.636894558036657,112
2018/2019,TAS,Cadmium,131.18208974201414,1366.58732175,0.3642243603169811,36
2018/2019,TAS,Lead,1444.4196785708868,457.0801299,90.72458329242642,41
2018/2019,TAS,Mercury,49.45751375399704,25.455106299999997,0.012213915556442,45
2018/2019,VIC,Cadmium,493.585071386922,53.6375354,3.927854105651547,217
2018/2019,VIC,Lead,3331.5014004198592,1015.796154,19.151050875431963,254
2018/2019,VIC,Mercury,1085.4273540097868,22.4173454,1.0882720772422083,264
2018/2019,WA,Cadmium,1322.0397481959478,258.1019517901154,86.47446060662641,289
2018/2019,WA,Lead,24390.999896842655,4841.152517631923,1146.5495110009626,323
2018/2019,WA,Mercury,3151.9084779907603,12.94664670675,114.35764263150465,333
2019/2020,ACT,Cadmium,1.4622099412109375,0,0.009238858,7
2019/2020,ACT,Lead,10.086870760096875,288.6,0.041574862,9
2019/2020,ACT,Mercury,5.388433418941406,1.4,0.000395951,10
2019/2020,NSW,Cadmium,890.290147033434,5.9671847806,80.65225618119136,224
2019/2020,NSW,Lead,40459.85067563155,123.918318728,82094.18854260436,303
2019/2020,NSW,Mercury,475.7911784425699,9.4947584166375,25.41926542824407,283
2019/2020,NT,Cadmium,124.896229969,6.32238742576,1.8608424645668575,31
2019/2020,NT,Lead,22912.028228868,43.8279373022,18.347508629550862,36
2019/2020,NT,Mercury,12.712869167772755,3.50746751364,1.7211240358528654,31
2019/2020,QLD,Cadmium,1726.7904831494257,23.527352,9.134317170991883,300
2019/2020,QLD,Lead,92321.03139487332,89.10920845,149.22256342896347,342
2019/2020,QLD,Mercury,1976.0779090794197,9.5594779475,1.43759663357108,365
2019/2020,SA,Cadmium,1072.1658267516975,1068.1742627,87.00487886981131,95
2019/2020,SA,Lead,48560.33239513243,19788.534954019997,34.84865263915094,131
2019/2020,SA,Mercury,216.038080775154,6.379437167,3.997698982991914,125
2019/2020,TAS,Cadmium,141.65630637475977,1386.929814,0.0273907548301885,35
2019/2020,TAS,Lead,1553.4138331470476,2151.334247,4493.086900083736,40
2019/2020,TAS,Mercury,63.98255153247547,25.30285,0.0094858561212938,46
2019/2020,VIC,Cadmium,406.7947962605092,66.6693143,3.369140083493111,210
2019/2020,VIC,Lead,4128.776658514168,682.248743,16.551093189719,245
2019/2020,VIC,Mercury,1185.582179333796,26.5035538,0.7895060477211329,265
2019/2020,WA,Cadmium,1370.163474484141,429.4124879888888,66.58968082750577,292
2019/2020,WA,Lead,24403.01521471163,5832.1796494936725,765.1990224933081,335
2019/2020,WA,Mercury,2253.0379666607364,15.826723727120791,11.085905755349623,330
2020/2021,ACT,Cadmium,1.7076414,1.1914,0.0102569999999999,7
2020/2021,ACT,Lead,5.815891979625,372.2,0.8457063,8
2020/2021,ACT,Mercury,4.728297306,2,0.000635298,10
2020/2021,NSW,Cadmium,738.7889064823628,7.0525414589999995,0.5072504253396226,201
2020/2021,NSW,Lead,39897.78027214701,1031.17841459,74989.25988111453,269
2020/2021,NSW,Mercury,494.665936027536,22.7491884,13.112764468185985,281
2020/2021,NT,Cadmium,123.052524835,2.836747421848,2.5312438132363377,31
2020/2021,NT,Lead,21568.057983086,63.543437702309994,24.83487110306352,36
2020/2021,NT,Mercury,10.077251368676524,1.128523512772,2.376539966695843,31
2020/2021,QLD,Cadmium,1589.4784591576297,37.319109468,97.04428331718216,293
2020/2021,QLD,Lead,96291.90381734174,78.795948505,180.2966073942697,330
2020/2021,QLD,Mercury,1903.7731162924297,5.154675570999999,7.909003561340664,363
2020/2021,SA,Cadmium,1115.379153156601,815.4478388,101.4766137358566,88
2020/2021,SA,Lead,65014.50989912131,17493.611694,31.64024489635472,111
2020/2021,SA,Mercury,124.0845888710608,6.7239847,3.086333730250997,119
2020/2021,TAS,Cadmium,140.6856624336687,1334.231802768,0.09917837773397,36
2020/2021,TAS,Lead,2194.410778735192,22540.82177117,17.670175885302864,42
2020/2021,TAS,Mercury,81.9577370083328,38.138682768,0.0145750630600272,50
2020/2021,VIC,Cadmium,441.0150078066763,63.2339176,4.115775596852872,208
2020/2021,VIC,Lead,3876.731268376183,3359.806676,19.97973561033793,238
2020/2021,VIC,Mercury,1091.5015859199202,28.3959276,0.8218070355794085,272
2020/2021,WA,Cadmium,1529.4328118711487,447.2626716471725,87.08469485580031,294
2020/2021,WA,Lead,33959.82383812357,6149.805133951484,1288.7413024699297,337
2020/2021,WA,Mercury,2698.0249015614436,17.139929441858715,16.35472482660684,349
2021/2022,ACT,Cadmium,1.0674512,1.4904,0.0112188999999999,7
2021/2022,ACT,Lead,9.9426948477375,6.427899999999999,0.0503049999999999,9
2021/2022,ACT,Mercury,5.41091633,2.21005,0.00067881,8
2021/2022,NSW,Cadmium,717.763385691,29.234923302,2.4927233148,202
2021/2022,NSW,Lead,32288.53139014289,206.979484741,80452.529065354,273
2021/2022,NSW,Mercury,536.0904485403,10.63827652,12.5119363236,290
2021/2022,NT,Cadmium,153.1219286511,2.582419617108,3.832500167,30
2021/2022,NT,Lead,25249.846320985303,55.725523958885,33.41899277,34
2021/2022,NT,Mercury,14.2285602054,1.470190475662,3.3399975690000003,30
2021/2022,QLD,Cadmium,2676.3702012822405,24.4501868938,30.0782410831,304
2021/2022,QLD,Lead,117017.39074777871,161.94885150349998,232.80536388950404,343
2021/2022,QLD,Mercury,2443.8817834301476,4.2967341828,2.7370905406,373
2021/2022,SA,Cadmium,2890.1396568258,895.1434332,91.89837284,95
2021/2022,SA,Lead,72298.7701811202,17421.008166,22.996411239999997,120
2021/2022,SA,Mercury,240.564452900586,5.7008583,2.463902436,119
2021/2022,TAS,Cadmium,174.3511096212,1405.4903023410002,0.991402355,41
2021/2022,TAS,Lead,3214.32519937165,32005.272565931,21.075854257999996,48
2021/2022,TAS,Mercury,60.0449467413,36.081918341,0.039025826,50
2021/2022,VIC,Cadmium,232.24285796122,77.2560081,3.9566280175,209
2021/2022,VIC,Lead,3237.85222136574,740.307081,18.3995171546,251
2021/2022,VIC,Mercury,1124.87261077202,30.9599781,0.717013013392,276
2021/2022,WA,Cadmium,1560.476321997679,234.56744660467243,98.53063993318816,317
2021/2022,WA,Lead,34601.55414192316,3265.3037910489725,1216.4651371947136,361
2021/2022,WA,Mercury,2691.658139528166,19.158055227932476,29.663953624490983,355
2022/2023,ACT,Cadmium,2.8170123,1.2261000000000002,0.0119972,8
2022/2023,ACT,Lead,22.19967585,6.18079,0.0539175,10
2022/2023,ACT,Mercury,3.91205218,2.1822,0.000611596,10
2022/2023,NSW,Cadmium,575.89748190784,20.04393635,4.9407803230419995,205
2022/2023,NSW,Lead,25173.045134945172,227.504976,38316.773969426,282
2022/2023,NSW,Mercury,574.03328953921,16.838771285,0.737538849,319
2022/2023,NT,Cadmium,160.21261023649998,30.129727045000003,3.5821730400000003,28
2022/2023,NT,Lead,27939.2544517639,613.04932295,34.64416288,31
2022/2023,NT,Mercury,14.6260201091,30.211291075,3.2974246629,30
2022/2023,QLD,Cadmium,2546.2257802127147,27.39530275,37.99761086711,298
2022/2023,QLD,Lead,132190.18387042207,284.5434784,715.134210164,344
2022/2023,QLD,Mercury,2419.6372302923583,38.41051563,12.2018417096,394
2022/2023,SA,Cadmium,1683.84608527734,1901.382028432,136.42730942799997,99
2022/2023,SA,Lead,77666.40019752596,25366.11614216,77.86321455,119
2022/2023,SA,Mercury,429.300158808029,25.7355071081,11.275359698,124
2022/2023,TAS,Cadmium,75.8645548005,1471.61697302,0.139695931,41
2022/2023,TAS,Lead,1804.9706708921,15706.29807885,1.359138752,44
2022/2023,TAS,Mercury,55.92084165240001,33.19825394,0.01253436246,49
2022/2023,VIC,Cadmium,229.7113729063529,71.50438109999999,3.4122107403,209
2022/2023,VIC,Lead,3690.163499635957,865.3616400000001,244.069282973,248
2022/2023,VIC,Mercury,902.1654351004744,30.3651211,1.81792616591,287
2022/2023,WA,Cadmium,1691.266635849268,236.94200532500005,270.76233956329935,314
2022/2023,WA,Lead,60341.42871783296,4553.463027785,974.569222806443,360
2022/2023,WA,Mercury,2875.0458408351165,35.4562157739516,29.35680051201158,352
2023/2024,ACT,Cadmium,3.6654603,2.0099,0.0128515,8
2023/2024,ACT,Lead,35.711825,6.7,0.0578066,9
2023/2024,ACT,Mercury,5.942768,1.93,0.000648634,10
2023/2024,NSW,Cadmium,697.7648788507186,2.69807725,1.89718200955,212
2023/2024,NSW,Lead,30164.428528167857,415.59655124,35039.1913350365,298
2023/2024,NSW,Mercury,532.078928062388,17.729807895,0.305678676775,325
2023/2024,NT,Cadmium,154.5605124263,51.1751634537695,6.412445563,28
2023/2024,NT,Lead,27178.4605245868,953.4942617234618,62.15107708,32
2023/2024,NT,Mercury,15.5490904125,43.331219598323194,6.0457372245,29
2023/2024,QLD,Cadmium,3944.6761549181865,14.3935119411,11.34098525326,289
2023/2024,QLD,Lead,216876.80280681237,127.6378460081,126.7886990874,339
2023/2024,QLD,Mercury,1355.020905586507,4.02787198534,2.204681844845,375
2023/2024,SA,Cadmium,1594.8581487067,2971.5010512,120.747924842,101
2023/2024,SA,Lead,54905.82849229508,24834.569512,61.25011809,122
2023/2024,SA,Mercury,482.32704361188,16.5850512,8.7466879025,126
2023/2024,TAS,Cadmium,68.9952153939,1417.171928566,0.4431341319999999,39
2023/2024,TAS,Lead,1494.3393862506,10326.28412434,975.723112633,42
2023/2024,TAS,Mercury,62.9166844638,29.326872692,4.0264286509,50
2023/2024,VIC,Cadmium,228.87831858263,58.9139588,3.84389576921,208
2023/2024,VIC,Lead,3605.54844694287,642.689751,160.132682396,247
2023/2024,VIC,Mercury,884.29060322114,27.2341713,1.00144408122,275
2023/2024,WA,Cadmium,1697.3803713826494,238.367981438,330.571706098,290
2023/2024,WA,Lead,111143.62360513431,5214.913262399,3507.824671985,332
2023/2024,WA,Mercury,2469.1927993171907,26.0319842849,16.7823683164,336
2024/2025,ACT,Cadmium,2.7356286,0.87,0.0136785,8
2024/2025,ACT,Lead,19.97010418,3.75,0.0615183,10
2024/2025,ACT,Mercury,2.42410871,1.65,0.000634936,10
2024/2025,NSW,Cadmium,547.0508296230842,135.9845273,6.988642986,229
2024/2025,NSW,Lead,24233.81429941335,159.363416,168931.436205555,311
2024/2025,NSW,Mercury,510.9311400421212,19.70818315,0.401011517,337
2024/2025,NT,Cadmium,164.8952273473,1.916174303,3.852091405,28
2024/2025,NT,Lead,27465.0150894928,67.20532148000001,37.14594775,31
2024/2025,NT,Mercury,17.1522501104,0.5832818830000001,3.5423535745,29
2024/2025,QLD,Cadmium,3957.71160898621,48.29081156,14.504829761803702,281
2024/2025,QLD,Lead,152101.68100224805,616.38256423,132.73057256627135,324
2024/2025,QLD,Mercury,1243.2276024765151,5.694184496,2.345860572489395,365
2024/2025,SA,Cadmium,2698.1479915439004,2166.4331536000004,121.5717549802279,96
2024/2025,SA,Lead,73259.5776532835,27024.712512,63.38354713977466,112
2024/2025,SA,Mercury,142.15118864138697,45.1930512,9.025513430156124,120
2024/2025,TAS,Cadmium,209.2292404295,1138.681146752,0.0548807959999999,38
2024/2025,TAS,Lead,8568.3201293395,1525.09914122,4.195432886000001,41
2024/2025,TAS,Mercury,56.183141067200005,31.151631476,0.0117456651,47
2024/2025,VIC,Cadmium,193.64966195546,65.7476129,4.2121459466,210
2024/2025,VIC,Lead,3776.71010650365,680.726129,21.203631728,251
2024/2025,VIC,Mercury,758.019566897112,26.8865929,2.05986318612,288
2024/2025,WA,Cadmium,1565.892979015517,307.86809049100003,237.4609851660388,289
2024/2025,WA,Lead,123697.51558726364,6142.521858016001,506.3758308376,325
2024/2025,WA,Mercury,2321.5910107505083,45.062960992,6.776613727506418,337
