state_scope,state_full_name,provider_name,search_query,source_type,verification_level,place_id,display_name,formatted_address,suburb,state,postcode,latitude,longitude,national_phone_number,website_uri,google_maps_uri,business_status,primary_type,types,accepted_items,note,in_state_bbox,passes_name_filter,passes_state_filter,confidence_score,keep,data_quality_status,corrected_source_type,corrected_accepted_items,quality_reason,final_keep,manual_review_required
NSW,New South Wales,JB Hi-Fi,JB Hi-Fi New South Wales Australia,retail_in_store,official_chain_program,ChIJgwN9dCU8c2sRr7sX4jnCCcI,JB Hi-Fi Glendale,"Stockland Glendale Shopping Centre, Store 48, Ground Level/387 Lake Rd, Glendale NSW 2285, Australia",Ground Level/387 Lake Rd,NSW,2285,-32.9338861,151.6401558,(02) 4041 8200,https://www.jbhifi.com.au/pages/glendale?utm_source=localmaps&utm_medium=organic&utm_campaign=glendale,https://maps.google.com/?cid=13981920072010546095&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,electronics_store,electronics_store|cell_phone_store|home_goods_store|store|point_of_interest|service|establishment,"small consumer electronics, laptops, tablets, monitors, headphones, small home appliances",High-confidence retail chain candidate.,True,True,True,1.0,True,verified_dropoff,retail_in_store,"small consumer electronics, laptops, tablets, monitors, headphones, small home appliances",Official retail chain name matched post-processing rule.,True,False
NSW,New South Wales,JB Hi-Fi,JB Hi-Fi New South Wales Australia,retail_in_store,official_chain_program,ChIJTVsHVDO7EmsRJSDGKm4rYsE,JB Hi-Fi Homebush HOME,"Homebush Direct Factory Outlet, Store 2 - 007/3-5 Underwood Rd, Homebush NSW 2140, Australia",Store 2 - 007/3-5 Underwood Rd,NSW,2140,-33.8550111,151.07675,(02) 8575 8300,https://www.jbhifi.com.au/pages/homebush-home?utm_source=localmaps&utm_medium=organic&utm_campaign=homebush-home,https://maps.google.com/?cid=13934747949201760293&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,electronics_store,electronics_store|cell_phone_store|home_goods_store|store|point_of_interest|service|establishment,"small consumer electronics, laptops, tablets, monitors, headphones, small home appliances",High-confidence retail chain candidate.,True,True,True,1.0,True,verified_dropoff,retail_in_store,"small consumer electronics, laptops, tablets, monitors, headphones, small home appliances",Official retail chain name matched post-processing rule.,True,False
NSW,New South Wales,JB Hi-Fi,JB Hi-Fi New South Wales Australia,retail_in_store,official_chain_program,ChIJW59vyaK5EmsRs9wImRkaQrw,JB Hi-Fi Hurstville,"Westfield, Hurstville Shopping Centre, Store MM1, Level 1 3/23 Park Rd, Hurstville NSW 2220, Australia",Level 1 3/23 Park Rd,NSW,2220,-33.9654838,151.105544,(02) 8568 7100,https://www.jbhifi.com.au/pages/hurstville-home?utm_source=localmaps&utm_medium=organic&utm_campaign=hurstville-home,https://maps.google.com/?cid=13565433724837354675&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,electronics_store,electronics_store|cell_phone_store|home_goods_store|store|point_of_interest|service|establishment,"small consumer electronics, laptops, tablets, monitors, headphones, small home appliances",High-confidence retail chain candidate.,True,True,True,1.0,True,verified_dropoff,retail_in_store,"small consumer electronics, laptops, tablets, monitors, headphones, small home appliances",Official retail chain name matched post-processing rule.,True,False
NSW,New South Wales,JB Hi-Fi,JB Hi-Fi New South Wales Australia,retail_in_store,official_chain_program,ChIJPfOwNMeVEmsR1EqunCKJSvc,JB Hi-Fi Liverpool,"Store 1024/1 Macquarie St, Liverpool NSW 2170, Australia",Store 1024/1 Macquarie St,NSW,2170,-33.9197468,150.9237866,(02) 8785 3700,https://www.jbhifi.com.au/pages/liverpool?utm_source=localmaps&utm_medium=organic&utm_campaign=liverpool,https://maps.google.com/?cid=17819205657395350228&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,electronics_store,electronics_store|cell_phone_store|home_goods_store|store|point_of_interest|service|establishment,"small consumer electronics, laptops, tablets, monitors, headphones, small home appliances",High-confidence retail chain candidate.,True,True,True,1.0,True,verified_dropoff,retail_in_store,"small consumer electronics, laptops, tablets, monitors, headphones, small home appliances",Official retail chain name matched post-processing rule.,True,False
NSW,New South Wales,JB Hi-Fi,JB Hi-Fi New South Wales Australia,retail_in_store,official_chain_program,ChIJo0SexgymEmsRH5xMp4vRYOk,JB Hi-Fi Macquarie,"Macquarie Centre Store 429, Level 4, Corner Herring & Waterloo Roads North, North Ryde NSW 2113, Australia",Corner Herring & Waterloo Roads North,NSW,2113,-33.7767187,151.1205172,(02) 8514 3000,https://www.jbhifi.com.au/pages/macquarie?utm_source=localmaps&utm_medium=organic&utm_campaign=macquarie,https://maps.google.com/?cid=16816671406338907167&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,electronics_store,electronics_store|cell_phone_store|home_goods_store|store|point_of_interest|service|establishment,"small consumer electronics, laptops, tablets, monitors, headphones, small home appliances",High-confidence retail chain candidate.,True,True,True,1.0,True,verified_dropoff,retail_in_store,"small consumer electronics, laptops, tablets, monitors, headphones, small home appliances",Official retail chain name matched post-processing rule.,True,False
NSW,New South Wales,JB Hi-Fi,JB Hi-Fi New South Wales Australia,retail_in_store,official_chain_program,ChIJoRDqgTK9EmsRchsT3q8eUr8,JB Hi-Fi Merrylands,"Store M202/2 McFarlane St, Merrylands NSW 2160, Australia",Store M202/2 McFarlane St,NSW,2160,-33.834739,150.9894874,(02) 8841 4700,https://www.jbhifi.com.au/pages/merrylands?utm_source=localmaps&utm_medium=organic&utm_campaign=merrylands,https://maps.google.com/?cid=13786115150028413810&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,electronics_store,electronics_store|cell_phone_store|home_goods_store|service|store|point_of_interest|establishment,"small consumer electronics, laptops, tablets, monitors, headphones, small home appliances",High-confidence retail chain candidate.,True,True,True,1.0,True,verified_dropoff,retail_in_store,"small consumer electronics, laptops, tablets, monitors, headphones, small home appliances",Official retail chain name matched post-processing rule.,True,False
NSW,New South Wales,JB Hi-Fi,JB Hi-Fi New South Wales Australia,retail_in_store,official_chain_program,ChIJiaA5U5vHEmsREPFXglmojcU,JB Hi-Fi Miranda,"Westfield Miranda Shopping Centre, Store G114-115, Ground Level 600 The, G114-115/600 Kingsway, Miranda NSW 2228, Australia",G114-115/600 Kingsway,NSW,2228,-34.0350088,151.1024114,(02) 8522 8600,https://www.jbhifi.com.au/pages/miranda?utm_source=localmaps&utm_medium=organic&utm_campaign=miranda,https://maps.google.com/?cid=14235219099580363024&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,electronics_store,electronics_store|cell_phone_store|home_goods_store|store|point_of_interest|service|establishment,"small consumer electronics, laptops, tablets, monitors, headphones, small home appliances",High-confidence retail chain candidate.,True,True,True,1.0,True,verified_dropoff,retail_in_store,"small consumer electronics, laptops, tablets, monitors, headphones, small home appliances",Official retail chain name matched post-processing rule.,True,False
NSW,New South Wales,JB Hi-Fi,JB Hi-Fi New South Wales Australia,retail_in_store,official_chain_program,ChIJSXYwi7rxEmsROyKdtm4ehwo,JB Hi-Fi Narellan,"Narellan Town Centre MM05, 326 Camden Valley Wy, Narellan Vale NSW 2567, Australia",326 Camden Valley Wy,NSW,2567,-34.0410181,150.7352466,(02) 4632 6300,https://www.jbhifi.com.au/pages/narellan?utm_source=localmaps&utm_medium=organic&utm_campaign=narellan,https://maps.google.com/?cid=758608523094204987&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,electronics_store,electronics_store|cell_phone_store|home_goods_store|store|point_of_interest|service|establishment,"small consumer electronics, laptops, tablets, monitors, headphones, small home appliances",High-confidence retail chain candidate.,True,True,True,1.0,True,verified_dropoff,retail_in_store,"small consumer electronics, laptops, tablets, monitors, headphones, small home appliances",Official retail chain name matched post-processing rule.,True,False
NSW,New South Wales,JB Hi-Fi,JB Hi-Fi New South Wales Australia,retail_in_store,official_chain_program,ChIJ1ffoQiCjEmsRqkOa56GuKEA,JB Hi-Fi Parramatta Westfield,"Westfield Parramatta Shopping Centre, Store 5057b/159-175 Church St, Parramatta NSW 2150, Australia",Store 5057b/159-175 Church St,NSW,2150,-33.8167682,151.0016319,(02) 8633 2600,https://www.jbhifi.com.au/pages/parramatta-westfield?utm_source=localmaps&utm_medium=organic&utm_campaign=parramatta-westfield,https://maps.google.com/?cid=4623137027894428586&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,electronics_store,electronics_store|cell_phone_store|home_goods_store|store|point_of_interest|service|establishment,"small consumer electronics, laptops, tablets, monitors, headphones, small home appliances",High-confidence retail chain candidate.,True,True,True,1.0,True,verified_dropoff,retail_in_store,"small consumer electronics, laptops, tablets, monitors, headphones, small home appliances",Official retail chain name matched post-processing rule.,True,False
NSW,New South Wales,JB Hi-Fi,JB Hi-Fi New South Wales Australia,retail_in_store,official_chain_program,ChIJzxyVHOC7EmsRZeFW_56hQhA,JB Hi-Fi Roselands,"Roselands Shopping Centre, M202/24 Roselands Dr, Roselands NSW 2196, Australia",M202/24 Roselands Dr,NSW,2196,-33.9343068,151.0696061,(02) 9784 3800,https://www.jbhifi.com.au/pages/roselands?utm_source=localmaps&utm_medium=organic&utm_campaign=roselands,https://maps.google.com/?cid=1171676557330538853&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,electronics_store,electronics_store|cell_phone_store|home_goods_store|service|store|point_of_interest|establishment,"small consumer electronics, laptops, tablets, monitors, headphones, small home appliances",High-confidence retail chain candidate.,True,True,True,1.0,True,verified_dropoff,retail_in_store,"small consumer electronics, laptops, tablets, monitors, headphones, small home appliances",Official retail chain name matched post-processing rule.,True,False
NSW,New South Wales,JB Hi-Fi,JB Hi-Fi New South Wales Australia,retail_in_store,official_chain_program,ChIJmRtcIZkTE2sR7rQrU_NNLtE,JB Hi-Fi Shellharbour HOME,"Stockland Shellharbour, Store 2025-2027, Lake Entrance Rd, Shellharbour NSW 2529, Australia",Lake Entrance Rd,NSW,2529,-34.5642892,150.8377623,(02) 4260 4500,https://www.jbhifi.com.au/pages/shellharbour-home?utm_source=localmaps&utm_medium=organic&utm_campaign=shellharbour-home,https://maps.google.com/?cid=15073070710323393774&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,electronics_store,electronics_store|cell_phone_store|auto_parts_store|car_repair|home_goods_store|store|point_of_interest|service|supplier|establishment,"small consumer electronics, laptops, tablets, monitors, headphones, small home appliances",High-confidence retail chain candidate.,True,True,True,1.0,True,verified_dropoff,retail_in_store,"small consumer electronics, laptops, tablets, monitors, headphones, small home appliances",Official retail chain name matched post-processing rule.,True,False
NSW,New South Wales,JB Hi-Fi,JB Hi-Fi New South Wales Australia,retail_in_store,official_chain_program,ChIJ841-06UZE2sRbUNCjwzRG10,JB Hi-Fi Wollongong Central HOME,"Cnr of Crown St &, Wollongong Central Shopping Centre, Store W201, Level 3 Keira St, Wollongong NSW 2500, Australia",Level 3 Keira St,NSW,2500,-34.423902,150.8923523,(02) 4239 6000,https://www.jbhifi.com.au/pages/wollongong-central-home?utm_source=localmaps&utm_medium=organic&utm_campaign=wollongong-central-home,https://maps.google.com/?cid=6709185921771783021&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,electronics_store,electronics_store|cell_phone_store|home_goods_store|store|point_of_interest|service|establishment,"small consumer electronics, laptops, tablets, monitors, headphones, small home appliances",High-confidence retail chain candidate.,True,True,True,1.0,True,verified_dropoff,retail_in_store,"small consumer electronics, laptops, tablets, monitors, headphones, small home appliances",Official retail chain name matched post-processing rule.,True,False
NSW,New South Wales,MobileMuster,MobileMuster drop off New South Wales Australia,mobile_phone_drop_off,official_mobile_recycling_scheme,ChIJhWfx5_KuEmsRkF594nBABa8,MobileMuster,"Level 10/50 Berry St, North Sydney NSW 2060, Australia",Level 10/50 Berry St,NSW,2060,-33.8365902,151.2076488,1800 249 113,https://www.mobilemuster.com.au/,https://maps.google.com/?cid=12611557185101323920&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,service,service|point_of_interest|establishment,"mobile phones, chargers and mobile accessories",Official mobile-phone recycling scheme. Results may appear through participating retail/telecom locations.,True,True,True,1.0,True,mobile_only,mobile_phone_drop_off,"mobile phones, chargers and mobile accessories only; verify branch availability",Mobile collection provider matched post-processing rule.,True,False
NSW,New South Wales,Officeworks,Officeworks New South Wales Australia,retail_in_store,official_chain_program,ChIJ5_oUKKyxEmsRpVJPT37UnRo,Officeworks Alexandria,"91 O'Riordan St, Alexandria NSW 2015, Australia",91 O'Riordan St,NSW,2015,-33.9189769,151.1922463,(02) 9381 9600,https://www.officeworks.com.au/shop/officeworks/storelocator,https://maps.google.com/?cid=1917922655291265701&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,store,supplier|point_of_interest|store|establishment,"phones, cables, data accessories, printers and other office-tech recycling streams",High-confidence retail chain candidate.,True,True,True,1.0,True,verified_dropoff,retail_in_store,"phones, cables, data accessories, printers and other office-tech recycling streams",Official retail chain name matched post-processing rule.,True,False
NSW,New South Wales,Officeworks,Officeworks New South Wales Australia,retail_in_store,official_chain_program,ChIJwe0t70ujEmsRANjAMZBfdbQ,Officeworks Auburn,"300 Parramatta Rd, Auburn NSW 2144, Australia",300 Parramatta Rd,NSW,2144,-33.8388013,151.0278509,(02) 9647 8200,https://www.officeworks.com.au/shop/officeworks/storelocator,https://maps.google.com/?cid=13003404572016826368&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,store,supplier|store|point_of_interest|establishment,"phones, cables, data accessories, printers and other office-tech recycling streams",High-confidence retail chain candidate.,True,True,True,1.0,True,verified_dropoff,retail_in_store,"phones, cables, data accessories, printers and other office-tech recycling streams",Official retail chain name matched post-processing rule.,True,False
NSW,New South Wales,Officeworks,Officeworks New South Wales Australia,retail_in_store,official_chain_program,ChIJE4Ahy_2YEmsR69zvYEM56AY,Officeworks Blacktown,"22-26 Third Ave, Blacktown NSW 2148, Australia",22-26 Third Ave,NSW,2148,-33.7658333,150.9102788,(02) 8884 3200,https://www.officeworks.com.au/shop/officeworks/storelocator,https://maps.google.com/?cid=497710720376364267&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,store,supplier|store|point_of_interest|establishment,"phones, cables, data accessories, printers and other office-tech recycling streams",High-confidence retail chain candidate.,True,True,True,1.0,True,verified_dropoff,retail_in_store,"phones, cables, data accessories, printers and other office-tech recycling streams",Official retail chain name matched post-processing rule.,True,False
NSW,New South Wales,Officeworks,Officeworks New South Wales Australia,retail_in_store,official_chain_program,ChIJPYp5rvCtEmsRSvYxw4QSjJg,Officeworks Bondi Junction,"14-26 Ebley St, Bondi Junction NSW 2022, Australia",14-26 Ebley St,NSW,2022,-33.8928948,151.2459159,(02) 8305 0200,https://www.officeworks.com.au/shop/officeworks/storelocator,https://maps.google.com/?cid=10992181151924352586&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,store,supplier|store|point_of_interest|establishment,"phones, cables, data accessories, printers and other office-tech recycling streams",High-confidence retail chain candidate.,True,True,True,1.0,True,verified_dropoff,retail_in_store,"phones, cables, data accessories, printers and other office-tech recycling streams",Official retail chain name matched post-processing rule.,True,False
NSW,New South Wales,Officeworks,Officeworks New South Wales Australia,retail_in_store,official_chain_program,ChIJSYr3puqhEmsRaX2boDJgREs,Officeworks Castle Hill,"16 Victoria Ave, Castle Hill NSW 2154, Australia",16 Victoria Ave,NSW,2154,-33.7275443,150.9777715,(02) 9846 1300,https://www.officeworks.com.au/shop/officeworks/storelocator,https://maps.google.com/?cid=5423565621820095849&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,store,supplier|store|point_of_interest|establishment,"phones, cables, data accessories, printers and other office-tech recycling streams",High-confidence retail chain candidate.,True,True,True,1.0,True,verified_dropoff,retail_in_store,"phones, cables, data accessories, printers and other office-tech recycling streams",Official retail chain name matched post-processing rule.,True,False
NSW,New South Wales,Officeworks,Officeworks New South Wales Australia,retail_in_store,official_chain_program,ChIJF4o7DoabEmsRiu8E_vQ7bW0,Officeworks Eastern Creek,"Tenancy 1/2 Goldsbro Glade, Eastern Creek NSW 2766, Australia",Tenancy 1/2 Goldsbro Glade,NSW,2766,-33.7869303,150.8551461,(02) 9854 1000,https://www.officeworks.com.au/shop/officeworks/storelocator,https://maps.google.com/?cid=7885024446015401866&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,store,supplier|store|point_of_interest|establishment,"phones, cables, data accessories, printers and other office-tech recycling streams",High-confidence retail chain candidate.,True,True,True,1.0,True,verified_dropoff,retail_in_store,"phones, cables, data accessories, printers and other office-tech recycling streams",Official retail chain name matched post-processing rule.,True,False
NSW,New South Wales,Officeworks,Officeworks New South Wales Australia,retail_in_store,official_chain_program,ChIJbZZA0su6EmsRJBkb-D4MJa8,Officeworks Five Dock,"235 Parramatta Rd, Five Dock NSW 2046, Australia",235 Parramatta Rd,NSW,2046,-33.869488,151.1136972,(02) 9911 9400,https://www.officeworks.com.au/shop/officeworks/storelocator,https://maps.google.com/?cid=12620506995365714212&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,store,store|supplier|point_of_interest|establishment,"phones, cables, data accessories, printers and other office-tech recycling streams",High-confidence retail chain candidate.,True,True,True,1.0,True,verified_dropoff,retail_in_store,"phones, cables, data accessories, printers and other office-tech recycling streams",Official retail chain name matched post-processing rule.,True,False
NSW,New South Wales,Officeworks,Officeworks New South Wales Australia,retail_in_store,official_chain_program,ChIJufV-8CqwEmsRn6AFk9mH5Gw,Officeworks Glebe,"1 Ross St, Glebe NSW 2037, Australia",1 Ross St,NSW,2037,-33.8847007,151.1845703,(02) 8572 8300,https://www.officeworks.com.au/shop/officeworks/storelocator,https://maps.google.com/?cid=7846545819330519199&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,store,supplier|store|point_of_interest|establishment,"phones, cables, data accessories, printers and other office-tech recycling streams",High-confidence retail chain candidate.,True,True,True,1.0,True,verified_dropoff,retail_in_store,"phones, cables, data accessories, printers and other office-tech recycling streams",Official retail chain name matched post-processing rule.,True,False
NSW,New South Wales,Officeworks,Officeworks New South Wales Australia,retail_in_store,official_chain_program,ChIJ_5_JVDZn1moRYjfmM5OkEw4,"Officeworks Hunter St, Sydney","27/31 Hunter St, Sydney NSW 2000, Australia",27/31 Hunter St,NSW,2000,-33.8659548,151.2090818,(02) 8223 1700,https://www.officeworks.com.au/shop/officeworks/storelocator,https://maps.google.com/?cid=1014335293226366818&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,store,supplier|store|point_of_interest|establishment,"phones, cables, data accessories, printers and other office-tech recycling streams",High-confidence retail chain candidate.,True,True,True,1.0,True,verified_dropoff,retail_in_store,"phones, cables, data accessories, printers and other office-tech recycling streams",Official retail chain name matched post-processing rule.,True,False
NSW,New South Wales,Officeworks,Officeworks New South Wales Australia,retail_in_store,official_chain_program,ChIJ8Tu0AnOwEmsRPCQ7zx00COc,Officeworks Lewisham,"163-181 New Canterbury Rd, Lewisham NSW 2049, Australia",163-181 New Canterbury Rd,NSW,2049,-33.8964237,151.1488483,(02) 9367 9400,https://www.officeworks.com.au/shop/officeworks/storelocator,https://maps.google.com/?cid=16647613325210494012&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,store,supplier|store|point_of_interest|establishment,"phones, cables, data accessories, printers and other office-tech recycling streams",High-confidence retail chain candidate.,True,True,True,1.0,True,verified_dropoff,retail_in_store,"phones, cables, data accessories, printers and other office-tech recycling streams",Official retail chain name matched post-processing rule.,True,False
NSW,New South Wales,Officeworks,Officeworks New South Wales Australia,retail_in_store,official_chain_program,ChIJYyDcgM-VEmsR_-O8R2giQj4,Officeworks Liverpool,"24-26 Orange Grove Rd, Liverpool NSW 2170, Australia",24-26 Orange Grove Rd,NSW,2170,-33.9089531,150.9197351,(02) 9612 5300,https://www.officeworks.com.au/shop/officeworks/storelocator,https://maps.google.com/?cid=4486186010089939967&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,store,store|point_of_interest|supplier|establishment,"phones, cables, data accessories, printers and other office-tech recycling streams",High-confidence retail chain candidate.,True,True,True,1.0,True,verified_dropoff,retail_in_store,"phones, cables, data accessories, printers and other office-tech recycling streams",Official retail chain name matched post-processing rule.,True,False
NSW,New South Wales,Officeworks,Officeworks New South Wales Australia,retail_in_store,official_chain_program,ChIJG2abiKNUDWsR2Q996bi3zyk,Officeworks Mona Vale,"47-51 Barrenjoey Rd, Mona Vale NSW 2103, Australia",47-51 Barrenjoey Rd,NSW,2103,-33.6756465,151.30893,(02) 9998 4300,https://www.officeworks.com.au/shop/officeworks/storelocator,https://maps.google.com/?cid=3012828680553304025&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,store,store|supplier|point_of_interest|establishment,"phones, cables, data accessories, printers and other office-tech recycling streams",High-confidence retail chain candidate.,True,True,True,1.0,True,verified_dropoff,retail_in_store,"phones, cables, data accessories, printers and other office-tech recycling streams",Official retail chain name matched post-processing rule.,True,False
NSW,New South Wales,Officeworks,Officeworks New South Wales Australia,retail_in_store,official_chain_program,ChIJafKkmEUUc2sRQCMmRFOSlmg,Officeworks Newcastle West,"Cnr Parry &, National Park St, Newcastle West NSW 2302, Australia",National Park St,NSW,2302,-32.928124,151.7620702,(02) 4925 9700,https://www.officeworks.com.au/shop/officeworks/storelocator,https://maps.google.com/?cid=7536371912774394688&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,store,supplier|store|point_of_interest|establishment,"phones, cables, data accessories, printers and other office-tech recycling streams",High-confidence retail chain candidate.,True,True,True,1.0,True,verified_dropoff,retail_in_store,"phones, cables, data accessories, printers and other office-tech recycling streams",Official retail chain name matched post-processing rule.,True,False
NSW,New South Wales,Officeworks,Officeworks New South Wales Australia,retail_in_store,official_chain_program,ChIJd66Ocwm9EmsRNEFj8zCRiBs,Officeworks Old Guildford,"702 Woodville Rd, Old Guildford NSW 2161, Australia",702 Woodville Rd,NSW,2161,-33.8696927,150.9840304,(02) 9724 8100,https://www.officeworks.com.au/shop/officeworks/storelocator,https://maps.google.com/?cid=1983995275284529460&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,store,supplier|point_of_interest|store|establishment,"phones, cables, data accessories, printers and other office-tech recycling streams",High-confidence retail chain candidate.,True,True,True,1.0,True,verified_dropoff,retail_in_store,"phones, cables, data accessories, printers and other office-tech recycling streams",Official retail chain name matched post-processing rule.,True,False
NSW,New South Wales,Officeworks,Officeworks New South Wales Australia,retail_in_store,official_chain_program,ChIJkUGWXi3TEWsRo7VK90X-MB4,Officeworks Orange,"179/181 Byng St, Orange NSW 2800, Australia",179/181 Byng St,NSW,2800,-33.2817441,149.1058738,(02) 6361 5100,https://www.officeworks.com.au/shop/officeworks/storelocator,https://maps.google.com/?cid=2175518196475016611&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,store,supplier|store|point_of_interest|establishment,"phones, cables, data accessories, printers and other office-tech recycling streams",High-confidence retail chain candidate.,True,True,True,1.0,True,verified_dropoff,retail_in_store,"phones, cables, data accessories, printers and other office-tech recycling streams",Official retail chain name matched post-processing rule.,True,False
NSW,New South Wales,Officeworks,Officeworks New South Wales Australia,retail_in_store,official_chain_program,ChIJm5bX9ouFEmsRSvrzSKbOrL4,Officeworks Penrith,"273 High St, South Penrith NSW 2750, Australia",273 High St,NSW,2750,-33.7545779,150.703191,(02) 4720 4300,https://www.officeworks.com.au/shop/officeworks/storelocator,https://maps.google.com/?cid=13739583776784382538&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,store,store|point_of_interest|supplier|establishment,"phones, cables, data accessories, printers and other office-tech recycling streams",High-confidence retail chain candidate.,True,True,True,1.0,True,verified_dropoff,retail_in_store,"phones, cables, data accessories, printers and other office-tech recycling streams",Official retail chain name matched post-processing rule.,True,False
NSW,New South Wales,Officeworks,Officeworks New South Wales Australia,retail_in_store,official_chain_program,ChIJDV30ZT6uEmsRcwI2fR-tkP0,"Officeworks Pitt St, Sydney","242 Pitt St, Sydney NSW 2000, Australia",242 Pitt St,NSW,2000,-33.8720482,151.2083195,(02) 8267 5300,https://www.officeworks.com.au/shop/officeworks/storelocator,https://maps.google.com/?cid=18271294038998385267&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,store,supplier|store|point_of_interest|establishment,"phones, cables, data accessories, printers and other office-tech recycling streams",High-confidence retail chain candidate.,True,True,True,1.0,True,verified_dropoff,retail_in_store,"phones, cables, data accessories, printers and other office-tech recycling streams",Official retail chain name matched post-processing rule.,True,False
NSW,New South Wales,Officeworks,Officeworks New South Wales Australia,retail_in_store,official_chain_program,ChIJ11oStK6-EmsRM9ti74r5-qw,Officeworks Punchbowl,"1618 Canterbury Rd, Punchbowl NSW 2196, Australia",1618 Canterbury Rd,NSW,2196,-33.9339236,151.0399586,(02) 8713 0200,https://www.officeworks.com.au/shop/officeworks/storelocator,https://maps.google.com/?cid=12464549293818305331&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,store,supplier|point_of_interest|store|establishment,"phones, cables, data accessories, printers and other office-tech recycling streams",High-confidence retail chain candidate.,True,True,True,1.0,True,verified_dropoff,retail_in_store,"phones, cables, data accessories, printers and other office-tech recycling streams",Official retail chain name matched post-processing rule.,True,False
